Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Exploring Sarcoma Metastatic Potential,NCI,8564027,1K08CA177927-01,1,K08,CA,177927,1,,,10669070,"WEISS, KURT RICHARD",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2013,165456,
Mitochondrial Dysfunction in Pediatric Sepsis,NIGMS,8890464,1K23GM110496-01A1,1,K23,GM,110496,1,A1,,11200055,"WEISS, SCOTT L",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2015,181841,
SYSTEMS GENETICS AND GENOMICS OF LUNG DISEASES,NHLBI,8575264,1K12HL120004-01,1,K12,HL,120004,1,,,1898086,"WEISS, SCOTT T ","SILVERMAN, EDWIN K",BRIGHAM AND WOMEN'S HOSPITAL, ,2013,124198,
The Role of Hepatitis Delta Virus in Sjogrens Syndrome,NIDCR,8091703,1K99DE021745-01,1,K99,DE,21745,1,,,10528480,"WELLER, MELODIE LYNN",Not Applicable,U.S. NAT'L INST/DENTAL/CRANIOFACIAL RES, ,2015,172500,
The Role of PGP in COPD-associated Pulmonary Hypertension,NHLBI,8754016,1K08HL123940-01,1,K08,HL,123940,1,,,10727109,"WELLS, JAMES MICHAEL",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2014,129330,
Multilevel Predictors of Follow-up after Anal Cancer Screening in HIV-infected Individuals,NINR,9065069,1K01NR015733-01A1,1,K01,NR,15733,1,A1,,9661125,"WELLS, JESSICA ",Not Applicable,EMORY UNIVERSITY, ,2015,88884,
Mindfulness and Mechanisms of Pain Processing in Adults with Migraines,NCCIH,8967852,1K23AT008406-01A1,1,K23,AT,8406,1,A1,,10423786,"WELLS, REBECCA ERWIN",Not Applicable,WAKE FOREST UNIVERSITY HEALTH SCIENCES, ,2015,133740,
Role and Mechanism of NLRX1-mediated Cell Stress Response in Insulin Resistance,NIDDK,8487694,1K01DK098307-01,1,K01,DK,98307,1,,,10367499,"WEN, HAITAO ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,150036,
Targeting FGFR to prevent the outgrowth of metastatic breast cancer,NCI,8442579,1K99CA166140-01A1,1,K99,CA,166140,1,A1,,9389979,"WENDT, MICHAEL KEITH",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2013,123309,
Multiscale Modeling of Pilin Subunit Recognition by Pneumoccus Sortase C enzymes,NIAID,8581210,1K22AI104799-01A1,1,K22,AI,104799,1,A1,,8519281,"WERESZCZYNSKI, JEFFERY ",Not Applicable,ILLINOIS INSTITUTE OF TECHNOLOGY, ,2013,157664,
Ubiquitin-dependent regulation of ribosome function in cell fate determination,NIDCR,8949337,1K99DE025314-01,1,K99,DE,25314,1,,,12400823,"WERNER, ACHIM ",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY, ,2015,122580,
Midcareer Mentoring Award for Patient-Oriented Research in Aging,NIA,8749118,1K24AG047908-01,1,K24,AG,47908,1,,,7349567,"WERNER, RACHEL M",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,210284,
Optimization and control of hepatocyte activity via biofunctional modification,NIDDK,8679763,1K08DK101757-01,1,K08,DK,101757,1,,,1873462,"WERTHEIM, JASON A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2014,151311,
Public Health Implications of HIV Transmission Networks,NIAID,8790260,1K01AI110181-01A1,1,K01,AI,110181,1,A1,,10916982,"WERTHEIM, JOEL OKRENT",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2014,133527,
REGULATION OF SYNAPSE AND NETWORK DYNAMICS BY MTOR,NINDS,8791404,1K99NS087095-01A1,1,K99,NS,87095,1,A1,,10594062,"WESTON, MATTHEW C",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2014,89466,
Quantitative Monitoring and Control of Sedation and Pain in the ICU Environment,NINDS,8616877,1K23NS090900-01,1,K23,NS,90900,1,,,10827476,"WESTOVER, MICHAEL BRANDON",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,194616,
Effectiveness of Bavisant:Characterizing Individual Differences,NIAAA,8869945,1K23AA023894-01,1,K23,AA,23894,1,,,8798975,"WETHERILL, REAGAN R",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,156096,
Targeting Entry Pathways in Leishmaniasis,NIAID,8425319,1K08AI103036-01,1,K08,AI,103036,1,,,10594227,"WETZEL, DAWN MARIE",Not Applicable,YALE UNIVERSITY, ,2013,132954,
Assessing Dynamic Opioid-Dopamine Interactions Using Simultaneous PET/MRI,NIDA,8752703,1K99DA037928-01,1,K99,DA,37928,1,,,10587552,"WEY, HSIAO-YING ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,187164,
Preclinical Alzheimer's Disease Biomarkers: Effects of Midlife Vascular Factors,NIA,8509377,1K01AG042498-01A1,1,K01,AG,42498,1,A1,,9827431,"WHARTON, WHITNEY LEE",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2013,19842,
A Novel Neurorehabilitation Approach for Cognitive Aging with HIV,NIA,8789301,1K99AG048762-01,1,K99,AG,48762,1,,,11648457,"WHEELER, PARIYA FAZELI",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2014,14470,
The functional role of mitophagy in esophageal cell biology,NIDDK,8967804,1K01DK103953-01A1,1,K01,DK,103953,1,A1,,11238944,"WHELAN, KELLY A",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,106908,
Factors influencing vasectomy use,NICHD,8821169,1K01HD079563-01A1,1,K01,HD,79563,1,A1,,11050597,"WHITE, KARI L",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2015,130375,
The Regulation and Metabolic Effects of gp130 Cytokines in Human White Adipose Ti,NIDDK,8768073,1K01DK100527-01A1,1,K01,DK,100527,1,A1,,11233630,"WHITE, URSULA ",Not Applicable,LSU PENNINGTON BIOMEDICAL RESEARCH CTR, ,2014,105486,
A longitudinal collaborative care model for patients with prescription opioid misuse utilizing the Emergency Department for care,NIDA,8948323,1K23DA039974-01,1,K23,DA,39974,1,,,10679030,"WHITESIDE, LAUREN K",Not Applicable,UNIVERSITY OF WASHINGTON, ,2015,173264,
Omics of Lung Diseases,NHLBI,8574590,1K12HL119986-01,1,K12,HL,119986,1,,,1873296,"WHITSETT, JEFFREY A",Not Applicable,CINCINNATI CHILDRENS HOSP MED CTR, ,2013,124200,
Training in Drug Abuse & HIV Prevention for Female & Transgender Sex Workers,NIDA,8790248,1K01DA038529-01,1,K01,DA,38529,1,,,11386162,"WICKERSHAM, JEFFREY ALLEN",Not Applicable,YALE UNIVERSITY, ,2014,167565,
Reducing HIV Risk Among Adolescents,NICHD,8599996,1K99HD075654-01A1,1,K99,HD,75654,1,A1,,10699438,"WIDMAN, LAURA M.",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,87171,
HPV and Cancer mHealth Prevention Education for HIV Positive Women Pilot Study,NCI,8635691,1K01CA175239-01A1,1,K01,CA,175239,1,A1,,9181323,"WIGFALL, LISA TISDALE",Not Applicable,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA, ,2013,142073,
Global Assessment of Myeloma Response to Chemotherapy,NCI,8819976,1K08CA184116-01A1,1,K08,CA,184116,1,A1,,8828049,"WIITA, ARUN P.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,152868,
Parietal-hippocampal network in the triple transgenic mouse model of Alzheimers,NIA,8891605,1K99AG049090-01A1,1,K99,AG,49090,1,A1,,9347075,"WILBER, AARON A",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2015,95172,
Neural Mechanisms of Change During Alcohol Use DisorderTreatment with Prazosin,NIAAA,8442636,1K23AA021156-01A1,1,K23,AA,21156,1,A1,,10805115,"WILCOX, CLAIRE ",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR, ,2013,180013,
The role of GATA-3 in T-cell lymphomas,NCI,8580615,1K08CA172215-01A1,1,K08,CA,172215,1,A1,,9021902,"WILCOX, RYAN A",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,178618,
Traffic pollution; brain structure and cognitive function: the role of subclinica,NIEHS,8424576,1K99ES022243-01,1,K99,ES,22243,1,,,10405832,"WILKER, ELISSA ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2013,89987,
Role of Cirhin/Utp4 in biliary development and disease,NIDDK,8700068,1K08DK099379-01A1,1,K08,DK,99379,1,A1,,8104984,"WILKINS, BENJAMIN J",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2014,142279,
Transcriptional regulation of hematopoietic stem cell fate during aging and bone marrow failure,NIDDK,9034323,1K01DK105134-01A1,1,K01,DK,105134,1,A1,,10739157,"WILL, BRITTA ",Not Applicable,"ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2015,125700,
Insulin Resistance; Biomarkers of Brain Function; and Intermittent Calorie Restriction,NIA,8820518,1K99AG047282-01A1,1,K99,AG,47282,1,A1,,9209680,"WILLETTE, AURIEL ",Not Applicable,IOWA STATE UNIVERSITY, ,2015,134730,
Development and Validation of a Clinical Prediction Rule for Pediatric Pneumonia,NIAID,8487319,1K23AI104779-01,1,K23,AI,104779,1,,,9589436,"WILLIAMS, DEREK J.",Not Applicable,VANDERBILT UNIVERSITY, ,2013,172098,
Mitochondrial Calcium Signaling in Heart,NHLBI,8967676,1K25HL125762-01A1,1,K25,HL,125762,1,A1,,10594571,"WILLIAMS, GEORGE S. B.",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2015,132435,
Adherence to PAP Treatment: Influences of Co-Morbid Insomnia and of Race/Ethnicity,NHLBI,8968101,1K23HL125939-01A1,1,K23,HL,125939,1,A1,,6078914,"WILLIAMS, NATASHA J",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,162575,
Alcohol Regulation of Synaptic and Extrasynaptic GluN2B-NMDA Receptors in BNST,NIAAA,8765516,1K99AA022651-01A1,1,K99,AA,22651,1,A1,,8156103,"WILLS, TIFFANY A",Not Applicable,VANDERBILT UNIVERSITY, ,2014,117594,
Mediators & prognostic value of muscle mass & function in chronic kidney disease,NIDDK,8581453,1K23DK097201-01A1,1,K23,DK,97201,1,A1,,10739235,"WILSON, FRANCIS PERRY",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2013,182110,
Brain Deviation Preceding Substance Use: An Offspring of Co-Twin Control Study,NIDA,8821159,1K01DA037280-01A1,1,K01,DA,37280,1,A1,,9688601,"WILSON, SYLIA ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2015,152714,
Regulation of noncoding RNA biogenesis and function,NIGMS,8421393,1K99GM104166-01,1,K99,GM,104166,1,,,10097855,"WILUSZ, JEREMY E",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY, ,2013,90000,
Diet composition and cardiometabolic risk reduction in adults with SCI,NICHD,8890607,1K01HD079582-01A1,1,K01,HD,79582,1,A1,,10583266,"WINGO, BROOKS C",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2015,115093,
Adaptive Intervention Strategies: Advancing Research and Career Development,NIDA,8565213,1K24DA035882-01,1,K24,DA,35882,1,,,1858766,"WINTERS, KEN C",Not Applicable,UNIVERSITY OF MINNESOTA, ,2013,165454,
Mentoring New Investigators in Criminal Justice HIV Prevention and Treatment,NIDA,8731476,1K24DA037101-01A1,1,K24,DA,37101,1,A1,,2044107,"WOHL, DAVID A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2014,182816,
Gene-environment-wide interaction studies  of ocular refraction,NEI,8425396,1K08EY022943-01,1,K08,EY,22943,1,,,10129935,"WOJCIECHOWSKI, ROBERT J.",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,171012,
Brain Imaging Markers of Response to Intervention in Toddlers with Autism,NIMH,8566864,1K01MH101653-01,1,K01,MH,101653,1,,,10632519,"WOLFF, JASON J",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,142893,
Studies of Mucosal Associated Invariant T (MAIT) cells in people with HIV; TB and HIV/TB co-infection in South Africa,NIAID,8924238,1K08AI118538-01,1,K08,AI,118538,1,,,10917170,"WONG, EMILY BETH",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,184751,
Optimizing Patient Use of Devices and Data in Early Adolescents with Type 1 Diabetes,NIDDK,9014044,1K23DK107894-01,1,K23,DK,107894,1,,,2083766,"WONG, JENISE C",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,190589,
4D Statistical Atlas from Multimodal Tongue MR Images,NIDCD,8510213,1K99DC012575-01A1,1,K99,DC,12575,1,A1,,11055235,"WOO, JONGHYE ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2013,97200,
Protein S Anticoagulant Activity: Biochemical Mechanisms and Structural Studies,NHLBI,8958494,1K99HL129193-01,1,K99,HL,129193,1,,,9231243,"WOOD, JEREMY P",Not Applicable,"VERSITI WISCONSIN, INC.", ,2015,95881,
Innovative Intervention for Reducing Stress Reactivity and Risk for Psychosis,NIMH,8815499,1K23MH102358-01A1,1,K23,MH,102358,1,A1,,11579921,"WOODBERRY, KRISTEN ANNE",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2014,176085,
Telemedicine For Anterior Eye Diseases,NEI,8566014,1K23EY023596-01,1,K23,EY,23596,1,,,11274986,"WOODWARD, MARIA ANNEKE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,235518,
Brain-Penetrating Nanoparticle Therapeutics for Invasive Brain Cancer,NINDS,8805638,1K08NS090430-01,1,K08,NS,90430,1,,,10163208,"WOODWORTH, GRAEME F",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2014,145878,
Alcohol Use and High Risk Behavior Among HIV-Positive Men,NIAAA,8541465,1K01AA021671-01A1,1,K01,AA,21671,1,A1,,10682496,"WOOLF-KING, SARAH E",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,180846,
Behavioral Health Care in Army Warrior Transition Units,NIDA,8679481,1K01DA037412-01,1,K01,DA,37412,1,,,10791216,"WOOTEN, NIKKI R.",Not Applicable,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA, ,2014,148527,
Targeted Therapies and Mechanisms of Resistance in Chronic Lymphocytic Leukemia,NCI,8567406,1K23CA178183-01,1,K23,CA,178183,1,,,11585237,"WOYACH, JENNIFER A.",Not Applicable,OHIO STATE UNIVERSITY, ,2013,173232,
Molecular mechanisms of exercise benefits in synapse plasticity and cognition,NINDS,8790891,1K99NS087096-01A1,1,K99,NS,87096,1,A1,,11124577,"WRANN, CHRISTIANE D.",Not Applicable,DANA-FARBER CANCER INST, ,2014,111456,
Non-Traditional Patient Characteristics and Attainment of Self-Care Goals in CKD,NIDDK,8635469,1K23DK097183-01A1,1,K23,DK,97183,1,A1,,11167875,"WRIGHT, JULIE ANNE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,182064,
Ocular Stem Cells for Vision Recovery,NEI,8618672,1K08EY023997-01,1,K08,EY,23997,1,,,11030820,"WU, ALBERT YA-PO",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2014,213313,
Molecular signatures of high salt induced pathogenic T cells,NIAID,8679551,1K99AI110649-01,1,K99,AI,110649,1,,,11197130,"WU, CHUAN ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2014,111385,
Molecular Profiling of Rods to Identify New Therapies for Retinal Degenerations,NEI,8618153,1K08EY023993-01,1,K08,EY,23993,1,,,11653889,"WU, DAVID ",Not Applicable,MASSACHUSETTS EYE AND EAR INFIRMARY, ,2014,222047,
Asynchronous Release in Synaptic Transmission,NIMH,8948739,1K99MH107618-01,1,K99,MH,107618,1,,,11368572,"WU, DI ",Not Applicable,STANFORD UNIVERSITY, ,2015,122283,
Genomic and functional analysis of active DNA demethylation in mammalian cells,NHGRI,8767454,1K99HG007982-01A1,1,K99,HG,7982,1,A1,,11689925,"WU, HAO ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2014,118799,
A Family-Focused; Literacy-Sensitive Intervention to Improve Medication Adherence,NINR,8566269,1K23NR014489-01,1,K23,NR,14489,1,,,11595895,"WU, JIA-RONG ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,125361,
The Role of the Inflammasome in Neonatal Sepsis,NIGMS,8488153,1K08GM106143-01,1,K08,GM,106143,1,,,10569855,"WYNN, JAMES LAWRENCE",Not Applicable,VANDERBILT UNIVERSITY, ,2013,174942,
Genome correction of Myotonic Dystrophy type 1 iPS cells by TALEN technology,NIAMS,8566099,1K08AR064836-01,1,K08,AR,64836,1,,,10807564,"XIA, GUANGBIN ",Not Applicable,UNIVERSITY OF FLORIDA, ,2013,117735,
Fatigue in Head and Neck Cancer: Role of pro- and anti-inflammatory signaling,NINR,8567611,1K99NR014587-01,1,K99,NR,14587,1,,,11439329,"XIAO, CANHUA ",Not Applicable,EMORY UNIVERSITY, ,2013,90000,
Complete Phasing of Methylome in Multiple Human Cell Types and Individuals,NHGRI,8891079,1K99HG007841-01A1,1,K99,HG,7841,1,A1,,11791523,"XIE, DAN ",Not Applicable,STANFORD UNIVERSITY, ,2015,93308,
Noncanonical microRNA biogenesis and function in a gamma herpesvirus and mammals,NCI,8804350,1K99CA190886-01,1,K99,CA,190886,1,,,10892809,"XIE, MINGYI ",Not Applicable,YALE UNIVERSITY, ,2014,90001,
The role of aging in LRRK2-associated Parkinsons disease,NIA,8764803,1K01AG046366-01A1,1,K01,AG,46366,1,A1,,11105176,"XIONG, YULAN ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,130545,
Assessment of Tumor Early Response to Treatment by Diffusion MRI,NCI,8510002,1K25CA168936-01A1,1,K25,CA,168936,1,A1,,10454911,"XU, JUNZHONG ",Not Applicable,VANDERBILT UNIVERSITY, ,2013,145552,
Polycomb -Independent Functions of EZH2 in Castration Resistant Prostate Cancer,NCI,8700823,1K99CA178199-01A1,1,K99,CA,178199,1,A1,,10424828,"XU, KEXIN ",Not Applicable,DANA-FARBER CANCER INST, ,2014,125748,
Neuronal Mechanisms for Fear Memory Generalization in PTSD and Anxiety Disorders,NIMH,8426045,1K99MH099153-01,1,K99,MH,99153,1,,,11263996,"XU, WEI ",Not Applicable,STANFORD UNIVERSITY, ,2013,90000,
Role of Autism Susceptibility Gene; TAOK2 kinase; and its novel substrates in Synaptogenesis,NIMH,9012694,1K99MH108648-01,1,K99,MH,108648,1,,,11420457,"YADAV, SMITA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,120904,
Predictors of cognitive aging across the lifecourse,NIA,8509550,2K24AG031155-06,2,K24,AG,31155,6,,,2049702,"YAFFE, KRISTINE ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,159219,
PSMA Targeted Docetaxel Loaded Magnetic Nanoparticles for Prostate Cancer Therapy,NCI,8620842,1K22CA174841-01A1,1,K22,CA,174841,1,A1,,9705465,"YALLAPU, MURALI MOHAN",Not Applicable,UNIVERSITY OF TENNESSEE HEALTH SCI CTR, ,2015,162378,
Ca2+ activated TMEM16 channels and their physiological roles in the brain,NINDS,8678311,1K99NS086916-01,1,K99,NS,86916,1,,,11387474,"YANG, HUANGHE ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,90000,
The Development of Novel Mechanistically-based APE/Ref-1 Redox Inhibitors,NCI,8701111,1K08CA179084-01A1,1,K08,CA,179084,1,A1,,9987714,"YANG, SUN ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2014,115125,
Structure-function Analysis of Bestrophins,NEI,8867696,1K99EY025290-01,1,K99,EY,25290,1,,,11490559,"YANG, TINGTING ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,105840,
Primary care eHealth intervention for improved outcomes in chronic kidney disease,NIDDK,8581975,1K23DK097308-01A1,1,K23,DK,97308,1,A1,,11262837,"YANK, VERONICA ",Not Applicable,STANFORD UNIVERSITY, ,2013,153652,
In Vivo Imaging Alzheimers Disease Pathology with 2-Photon/Lifetime Microscopy,NIA,8510007,1K99AG042026-01A1,1,K99,AG,42026,1,A1,,10310637,"YASEEN, MOHAMMAD ABBAS",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,137160,
Hypoxia induces SHMT2 to regulate cellular redox and epigenetics,NCI,8821835,1K99CA184239-01A1,1,K99,CA,184239,1,A1,,11814604,"YE, JIANGBIN ",Not Applicable,SLOAN-KETTERING INST CAN RESEARCH, ,2015,104417,
Patient health information preference and statin therapy,NHLBI,8766831,1K23HL121144-01A1,1,K23,HL,121144,1,A1,,11309313,"YE, SIQIN ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2014,137700,
The control of the breast cancer stem cell state by snail-driven EMT program,NCI,8868364,1K99CA194160-01,1,K99,CA,194160,1,,,11255659,"YE, XIN ",Not Applicable,WHITEHEAD INSTITUTE FOR BIOMEDICAL RES, ,2015,116651,
Adherence in African Americans Being Treated for Cancer Pain  ,NINR,8618009,1K01NR014673-01,1,K01,NR,14673,1,,,9673788,"YEAGER, KATHERINE AYLWARD",Not Applicable,EMORY UNIVERSITY, ,2013,91761,
TRIPAI: An innovative way to improve the health of infants by including fathers during prenatal care,NIAID,8924734,1K23AI118584-01,1,K23,AI,118584,1,,,12090502,"YEGANEH, NAVA ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2015,181207,
Balancing the Risks of Ischemia and Bleeding in Percutaneous Coronary Interventio,NHLBI,8487063,1K23HL118138-01,1,K23,HL,118138,1,,,10491129,"YEH, ROBERT ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,137160,
Effect of PPARy Ligands on Alcohol-Induced Alveolar Macrophage Oxidative Stress,NIAAA,8581531,1K99AA021803-01A1,1,K99,AA,21803,1,A1,,8868638,"YELIGAR, SAMANTHA M.",Not Applicable,EMORY UNIVERSITY, ,2013,117180,
The contribution of exonic variants to cardiovascular disease risk in the Amish,NHLBI,8581417,1K01HL116770-01A1,1,K01,HL,116770,1,A1,,10085555,"YERGES-ARMSTRONG, LAURA MARIA",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2013,108113,
Investigation of Immune Markers in Adolescents with Clinical High Risk for Psychosis,NIMH,9013921,1K23MH108736-01,1,K23,MH,108736,1,,,11900741,"YI, JAMES JIHOON",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2015,169279,
Development of smoking cessation interventions informed by temporal discounting,NIDA,8581034,1K02DA034767-01A1,1,K02,DA,34767,1,A1,,7838785,"YI, RICHARD ",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2014,120722,
Mechanism and Function of TMEM14 proteins in vertebrate heme synthesis,NIDDK,8947799,1K01DK106156-01,1,K01,DK,106156,1,,,11441305,"YIEN, YVETTE Y",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2015,159720,
Regulation of the Intestinal Stem Cell Niche in Aging,NIA,8560030,1K99AG045144-01,1,K99,AG,45144,1,,,10420918,"YILMAZ, OMER ",Not Applicable,WHITEHEAD INSTITUTE FOR BIOMEDICAL RES, ,2013,137403,
Metabolomics of Aging,NIGMS,8628376,1K01GM109312-01,1,K01,GM,109312,1,,,10804390,"YIM, SUN HEE ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2013,162150,
Hippo Signaling Mediates the Development of Liver Fibrosis,NIDDK,8869380,1K08DK105351-01,1,K08,DK,105351,1,,,10518049,"YIMLAMAI, DEAN ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2015,154131,
Dissecting inflammasome anatomy: mechanistic studies and potential intervention,NIAID,8618504,1K99AI108793-01,1,K99,AI,108793,1,,,10361919,"YIN, QIAN ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2014,119869,
RNA signatures of frontotemporal dementia and ALS due to C9ORF72 expansion,NIA,8805219,1K01AG049152-01,1,K01,AG,49152,1,,,8511273,"YOKOYAMA, JENNIFER S",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,129396,
Evaluation of novel tuberculosis screening strategies for people living with HIV,NIAID,8789754,1K23AI114363-01,1,K23,AI,114363,1,,,10763279,"YOON, CHRISTINA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,182805,
