NIHID	NAME	Organization	Project.Title	FY	Activity	Award Category	Source	Other.PI.or.Project.Leader.s.	Project.Number	ARRA.Indicator	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	Stats	Administering..IC	Application.ID	Type	IC	Serial.Number	Support.Year	Suffix	Subproject.Number
6594436	"KHAN, DAVID A"	Ut Southwestern Medical Center	Determining the Accuracy of Cephalosporin Allergy Testing	2019	R34	R34	NIH	Not Applicable	1R34AI134569-01A1	NA	292598	NA	Include	NIAID	9625020	1	AI	134569	1	A1	NA
1891027	"KIPKE, MICHELE D."	Children's Hospital Of Los Angeles	Y2Prevent: Preventing Drug Use and HIV through Empowerment; Social Support and Mentorship	2018	R34	R34	NIH	Not Applicable	1R34DA044106-01A1	NA	267854	NA	Include	NIDA	9621916	1	DA	44106	1	A1	NA
8657099	"KIRK, SHELLEY "	Cincinnati Childrens Hosp Med Ctr	Enhancing effectiveness of existing weight management programs for teens with severe obesity: A 6-month feasibility pilot study	2018	R34	R34	NIH	Not Applicable	1R34DK118510-01	NA	249211	NA	Include	NIDDK	9591897	1	DK	118510	1		NA
7852891	"KONG, JIAN "	Massachusetts General Hospital	Treatment of chronic low back pain with transcutaneous auricular vagus nerve stimulation	2019	R34	R34	NIH	Not Applicable	1R34DA046635-01A1	NA	252000	NA	Include	NIDA	9745990	1	DA	46635	1	A1	NA
10562046	"LANDA, YULIA "	Icahn School Of Medicine At Mount Sinai	Early Stage Identification and Engagement to Reduce Duration of Untreated Psychosis (EaSIE)	2017	R34	R34	NIH	Not Applicable	1R34MH115463-01	NA	283392	NA	Include	NIMH	9457105	1	MH	115463	1		NA
10742432	"LITT, DANA M"	University Of North Texas Hlth Sci Ctr	Refining and piloting a text messaging intervention to delay alcohol initiation and reduce alcohol use escalation among abstainer and lighter drinker college students	2018	R34	R34	NIH	Not Applicable	1R34AA026004-01A1	NA	209875	NA	Include	NIAAA	9527320	1	AA	26004	1	A1	NA
1882778	"MADSEN, JOREN C"	Massachusetts General Hospital	Targeting Inflammation and Alloimmunity in Heart Transplant Recipients with Tocilizumab	2016	R34	R34	NIH	Not Applicable	1R34AI125058-01	NA	293025	NA	Include	NIAID	9143892	1	AI	125058	1		NA
9817375	"MAGEE, MICHELLE FISCHMANN"	Medstar Health Research Institute	Diabetes to Go Inpatient	2016	R34	R34	NIH	Not Applicable	1R34DK109503-01	NA	235500	NA	Include	NIDDK	9103285	1	DK	109503	1		NA
7263073	"MERCHANT, ROLAND C"	Brigham And Women's Hospital	Development and Pilot Testing of a Persuasive Health Communication Intervention for Emergency Department Patients Who Decline Rapid HIV/HCV Screening	2018	R34	R34	NIH	Not Applicable	1R34DA045544-01	NA	360256	NA	Include	NIDA	9478472	1	DA	45544	1		NA
11019540	"MILLER, SARAH J"	Icahn School Of Medicine At Mount Sinai	e-Motivacion: Developing and pilot testing an app to improve Latinos screening colonoscopy rates	2018	R34	R34	NIH	Not Applicable	1R34AG059705-01	NA	226786	NA	Include	NIA	9583043	1	AG	59705	1		NA
8960298	"MOORE, JUSTIN BRIAN"	Wake Forest University Health Sciences	IMPACT: Increased Monitoring of Physical Activity and Calories with Technology	2019	R34	R34	NIH	Not Applicable	1R34DK119815-01A1	NA	242860	NA	Include	NIDDK	9816290	1	DK	119815	1	A1	NA
8747442	"MORENO, MEGAN A. "	Seattle Children's Hospital	SM BASICS: Development and testing of a social media enhanced intervention	2016	R34	R34	NIH	"LEWIS, MELISSA A"	1R34AA025159-01	NA	218523	NA	Include	NIAAA	9165606	1	AA	25159	1		NA
1878158	"MORGENSTERN, JON  "	Feinstein Institute For Medical Research	Collaborative care for alcohol use disorders in the patient-centered medical home	2016	R34	R34	NIH	"CONIGLIARO, JOSEPH "	1R34AA024589-01	NA	282986	NA	Include	NIAAA	9021258	1	AA	24589	1		NA
2049784	"MURRAY, MARTHA M "	Boston Children's Hospital	Planning A Clinical Trial of Bio-enhanced ACL Repair versus ACL Reconstruction	2017	R34	R34	NIH	"FLEMING, BRADEN C;SPINDLER, KURT PAUL"	1R34AR066631-01A1	NA	444516	NA	Include	NIAMS	9233601	1	AR	66631	1	A1	NA
10387873	"NIJHAWAN, ANK ELISABETH"	Ut Southwestern Medical Center	A Community-Clinic Collaboration to Improve Outcomes in HIV+ Substance Users Released from Jail	2018	R34	R34	NIH	Not Applicable	1R34DA045592-01A1	NA	243000	NA	Include	NIDA	9560399	1	DA	45592	1	A1	NA
10972203	"OBRIEN, KIMBERLY "	Boston Children's Hospital	Brief Alcohol Intervention and mHealth Booster for Suicidal Adolescents	2017	R34	R34	NIH	Not Applicable	1R34AA025763-01	NA	283180	NA	Include	NIAAA	9297719	1	AA	25763	1		NA
10884782	"PETERSON, CLAIRE M"	Cincinnati Childrens Hosp Med Ctr	Emotion coaching skills as an augmentation to family based therapy for adolescents with anorexia nervosa: A pilot study	2019	R34	R34	NIH	Not Applicable	1R34MH115897-01A1	NA	263882	NA	Include	NIMH	9647884	1	MH	115897	1	A1	NA
8137952	"RICHEY, PHYLLIS A "	University Of Tennessee Health Sci Ctr	Planning Grant for an Intensive Weight Loss Clinical Trial for Overweight and Obese Patients Post Total Knee Replacement	2018	R34	R34	NIH	"MIHALKO, WILLIAM M"	1R34AR074066-01	NA	200640	NA	Include	NIAMS	9591633	1	AR	74066	1		NA
10378049	"RINEHART, DEBORAH "	Denver Health And Hospital Authority	Developing and testing the feasibility; acceptability and initial efficacy of a brief peer-led intervention to improve reproductive health among women in opioid medication-assisted treatment	2016	R34	R34	NIH	Not Applicable	1R34DA039381-01A1	NA	230591	NA	Include	NIDA	9035139	1	DA	39381	1	A1	NA
11948932	"ROGERS, ERIN  "	New York University School Of Medicine	A behavioral economic intervention to improve psychiatrist adherence to tobacco treatment guidelines	2018	R34	R34	NIH	"SHERMAN, SCOTT E"	1R34DA043059-01A1	NA	215548	NA	Include	NIDA	9528196	1	DA	43059	1	A1	NA
9111386	"SHARMA, SHREELA V"	University Of Texas Hlth Sci Ctr Houston	CATCH Healthy Smiles: Planning and feasibility of an elementary school-based child oral health RCT	2017	R34	R34	NIH	Not Applicable	1R34DE026245-01A1	NA	231000	NA	Include	NIDCR	9316826	1	DE	26245	1	A1	NA
6410919	"SILOVSKY, JANE FRANCES"	University Of Oklahoma Hlth Sciences Ctr	Family Navigator E3 Project: Enhancing Early Engagement in Mental Health Services through Children's Advocacy Center's Family Advocates	2019	R34	R34	NIH	Not Applicable	1R34MH118486-01	NA	191074	NA	Include	NIMH	9648955	1	MH	118486	1		NA
10146387	"SOHL, STEPHANIE JEAN"	Wake Forest University Health Sciences	EHealth Mindful Movement and Breathing to Improve Gynecologic Cancer Surgery Outcomes	2017	R34	R34	NIH	Not Applicable	1R34AT009546-01	NA	155000	NA	Include	NCCIH	9369364	1	AT	9546	1		NA
6157551	"STOTTS, ANGELA L"	University Of Texas Hlth Sci Ctr Houston	Facilitating treatment entry and family planning in substance-using NICU mothers	2016	R34	R34	NIH	Not Applicable	1R34DA041465-01	NA	231000	NA	Include	NIDA	9087714	1	DA	41465	1		NA
12480731	"VINCI, CHRISTINE "	H. Lee Moffitt Cancer Ctr & Res Inst	Development of a Mindfulness-Based Treatment for the Reduction of Alcohol Use and Smoking Cessation	2018	R34	R34	NIH	Not Applicable	1R34AT009689-01A1	NA	280198	NA	Include	NCCIH	9599113	1	AT	9689	1	A1	NA
6781595	"VITOLINS, MARA Z"	Wake Forest University Health Sciences	Healthy Living Partnerships to Prevent Diabetes in Veterans	2016	R34	R34	NIH	Not Applicable	1R34DK108100-01A1	NA	232003	NA	Include	NIDDK	9173605	1	DK	108100	1	A1	NA
2135458	"WALTERS, SCOTT T "	University Of North Texas Hlth Sci Ctr	Development and Testing of a Just-in-Time Adaptive Smart Phone Intervention to Reduce Drinking among Homeless Adults	2018	R34	R34	NIH	"BUSINELLE, MICHAEL S."	1R34AA024584-01A1	NA	343340	NA	Include	NIAAA	9528808	1	AA	24584	1	A1	NA
10504269	"WARING, MOLLY E."	Univ Of Massachusetts Med Sch Worcester	Delivering a Post-Partum Weight Loss Intervention via Facebook vs In-Person Groups: a Feasibility Pilot Trial	2017	R34	R34	NIH	Not Applicable	1R34HL136979-01	NA	48032	NA	Include	NHLBI	9298011	1	HL	136979	1		NA
1893286	"WEISS, STEPHEN M."	University Of Miami School Of Medicine	Increasing early infant male circumcision uptake in Zambia: Like Father; Like Son	2019	R34	R34	NIH	Not Applicable	1R34MH121111-01	NA	207184	NA	Include	NIMH	9844282	1	MH	121111	1		NA
6794432	"YEH, GLORIA Y"	Beth Israel Deaconess Medical Center	Coupling Technology with Mind-Body Exercise to Facilitate Physical Activity in Patients with Chronic Cardiopulmonary Disease	2017	R34	R34	NIH	Not Applicable	1R34AT009354-01	NA	276773	NA	Include	NCCIH	9221416	1	AT	9354	1		NA
8342596	"ZWICKER, JEFFREY  "	Beth Israel Deaconess Medical Center	Risk-adapted thromboprophylaxis of hospitalized cancer patients	2016	R34	R34	NIH	"KHORANA, ALOK A"	1R34HL127156-01A1	NA	253901	NA	Include	NHLBI	9036135	1	HL	127156	1	A1	NA
8723487	"ABDULREDA, MIDHAT H"	University Of Miami School Of Medicine	Role of macrophages in pancreatic islet graft rejection	2013	K01	Ks	NIH	Not Applicable	1K01DK097194-01A1	NA	138305	NA	Include	NIDDK	8581263	1	DK	97194	1	A1	NA
9294191	"ABRAMOWITZ, MATTHEW K"	Albert Einstein College Of Medicine	Inflammation; muscle wasting; and physical function in chronic kidney disease	2014	K23	Ks	NIH	Not Applicable	1K23DK099438-01A1	NA	184674	NA	Include	NIDDK	8700915	1	DK	99438	1	A1	NA
11676241	"ACCORNERO, FEDERICA "	Cincinnati Childrens Hosp Med Ctr	BEX1 and the control of protein translation in cardiac hypertrophy	2014	K99	Ks	NIH	Not Applicable	1K99HL121284-01	NA	131085	NA	Include	NHLBI	8616925	1	HL	121284	1		NA
10102038	"ADAMS, ZACHARY WILLIAM"	Medical University Of South Carolina	M-Health Tools to Enhance Treatment of Teen Substance Abuse and Mental Illness	2015	K23	Ks	NIH	Not Applicable	1K23DA038257-01A1	NA	174685	NA	Include	NIDA	8890616	1	DA	38257	1	A1	NA
11765958	"AGANJ, IMAN "	Massachusetts General Hospital	Computational Tools for the Analysis of MRI Images in Type-1 Diabetes	2015	K01	Ks	NIH	Not Applicable	1K01DK101631-01A1	NA	160692	NA	Include	NIDDK	8966899	1	DK	101631	1	A1	NA
9555774	"AHMAD, ZAHID "	Ut Southwestern Medical Center	Molecular Basis of Autosomal Dominant Hypercholesterolemia in a Multiethnic Cohor	2013	K23	Ks	NIH	Not Applicable	1K23HL114884-01A1	NA	155250	NA	Include	NHLBI	8510142	1	HL	114884	1	A1	NA
10906918	"AHONKHAI, AIMALOHI "	Massachusetts General Hospital	Decreasing Interruptions and Losses from HIV Care in Nigeria	2013	K23	Ks	NIH	Not Applicable	1K23AI106406-01	NA	185211	NA	Include	NIAID	8541357	1	AI	106406	1		NA
11591538	"AIRIK, RANNAR "	Boston Children's Hospital	The role of DNA damage response signaling in chronic kidney disease	2013	K99	Ks	NIH	Not Applicable	1K99DK099434-01	NA	90000	NA	Include	NIDDK	8567659	1	DK	99434	1		NA
9412153	"AKUTHOTA, PRAVEEN "	Beth Israel Deaconess Medical Center	CC Chemokine-Mediated Differential Immunoregulation by Human Eosinophils	2014	K08	Ks	NIH	Not Applicable	1K08HL116429-01A1	NA	129870	NA	Include	NHLBI	8764314	1	HL	116429	1	A1	NA
10378779	"AL-TAYYIB, ALIA "	Denver Health And Hospital Authority	Social Networks of Youth who Misuse Prescription Opioids and Risk for HIV/HCV	2014	K01	Ks	NIH	Not Applicable	1K01DA036452-01A1	NA	151618	NA	Include	NIDA	8731467	1	DA	36452	1	A1	NA
8892123	"ALLI, ELIZABETH "	Wake Forest University Health Sciences	Targeting defective DNA repair for the prevention of BRCA1-associated cancers	2015	K22	Ks	NIH	Not Applicable	1K22CA181550-01	NA	162000	NA	Include	NCI	8618122	1	CA	181550	1		NA
10333459	"ALVAREZ, CARLOS A"	Texas Tech University Health Scis Center	Safety and Effectiveness of Metformin Therapy in Patients with Type 2 Diabetes an	2014	K08	Ks	NIH	Not Applicable	1K08DK101602-01	NA	131040	NA	Include	NIDDK	8677514	1	DK	101602	1		NA
11212694	"ANACLET, CHRISTELLE "	Beth Israel Deaconess Medical Center	Medullary Circuitry Regulating Slow-Wave-Sleep	2014	K99	Ks	NIH	Not Applicable	1K99MH103399-01	NA	83371	NA	Include	NIMH	8678157	1	MH	103399	1		NA
8838835	"ANDERSON, DENNIS "	Beth Israel Deaconess Medical Center	Age-related Changes in Thoracic Spine Biomechanics	2013	K99	Ks	NIH	Not Applicable	1K99AG042458-01A1	NA	90000	NA	Include	NIA	8580757	1	AG	42458	1	A1	NA
10518018	"ANDREWS, JASON RANDOLPH"	Massachusetts General Hospital	Network Models for Evaluating HIV-associated MDR TB transmission and control	2013	K01	Ks	NIH	Not Applicable	1K01AI104411-01	NA	50036	NA	Include	NIAID	8466080	1	AI	104411	1		NA
1869389	"ANTON, RAYMOND F"	Medical University Of South Carolina	Career Development and Mentoring in Clinical/Translational Alcohol Research	2013	K05	Ks	NIH	Not Applicable	2K05AA017435-06	NA	216225	NA	Include	NIAAA	8509462	2	AA	17435	6		NA
11207201	"ARENAS, ANGELA "	Texas A&M University Health Science Ctr	Use of the goat model to test human Brucella vaccines in Argentina	2014	K01	Ks	NIH	Not Applicable	1K01TW009981-01	NA	134077	NA	Include	FIC	8814343	1	TW	9981	1		NA
9758264	"ARNAOUT, RAMY "	Beth Israel Deaconess Medical Center	Demographics Causes and Consequences of B Cell Repertoire Diversity	2015	K08	Ks	NIH	Not Applicable	1K08AI114958-01	NA	177444	NA	Include	NIAID	8805341	1	AI	114958	1		NA
11077210	"ARNOLD, SUZANNE VICTORIA"	Saint Luke's Hospital	Optimal Decision Making in Aortic Valve Replacement	2014	K23	Ks	NIH	Not Applicable	1K23HL116799-01A1	NA	122946	NA	Include	NHLBI	8635238	1	HL	116799	1	A1	NA
11339153	"ARVANITIS, KONSTANTINOS-COSTAS "	Brigham And Women's Hospital	Controlled Delivery and Release of Chemotherapy in Brain Tumors with FUS	2014	K99	Ks	NIH	Not Applicable	1K99EB016971-01A1	NA	83827	NA	Include	NIBIB	8635744	1	EB	16971	1	A1	NA
9860777	"ATASSI, NAZEM "	Massachusetts General Hospital	Molecular Imaging of Inflammation in Amyotrophic Lateral Sclerosis (ALS)	2014	K23	Ks	NIH	Not Applicable	1K23NS083715-01A1	NA	193536	NA	Include	NINDS	8766942	1	NS	83715	1	A1	NA
11259519	"ATKIN, TALIA ALLISON"	Columbia University Health Sciences	VPAC2 receptor function and its link to schizophrenia.	2015	K01	Ks	NIH	Not Applicable	1K01MH106833-01	NA	167724	NA	Include	NIMH	8869868	1	MH	106833	1		NA
9309405	"ATREJA, ASHISH "	Icahn School Of Medicine At Mount Sinai	IBDPROMISE: A Web-based Patient-centric Model to Improve Quality and Outcomes	2013	K23	Ks	NIH	Not Applicable	1K23DK097451-01A1	NA	177000	NA	Include	NIDDK	8635100	1	DK	97451	1	A1	NA
10630912	"AUERBACH, RANDY PATRICK"	Mclean Hospital	Examination of Reward Processing in the Treatment of Adolescent Major Depression	2013	K23	Ks	NIH	Not Applicable	1K23MH097786-01A1	NA	171562	NA	Include	NIMH	8509096	1	MH	97786	1	A1	NA
6380783	"AYAPPA, INDU A"	New York University School Of Medicine	Mentoring Research in the Physiology of Sleep Disordered Breathing	2013	K24	Ks	NIH	Not Applicable	1K24HL109156-01A1	NA	93311	NA	Include	NHLBI	8581978	1	HL	109156	1	A1	NA
8229649	"AZIM, EIMAN "	Columbia University Health Sciences	Control of Skilled Forelimb Movements by Cerebellar Feedback Circuits	2014	K99	Ks	NIH	Not Applicable	1K99NS088193-01	NA	90000	NA	Include	NINDS	8749318	1	NS	88193	1		NA
10519111	"BADR, CHRISTIAN ELIAS"	Massachusetts General Hospital	Identifying vulnerabilities and therapeutic targets in Glioma Stem Cells	2015	K22	Ks	NIH	Not Applicable	1K22CA197053-01	NA	200880	NA	Include	NCI	8948656	1	CA	197053	1		NA
8860101	"BAILEY, STEFFANI R"	Oregon Health & Science University	Meaningful Use and Treatment of Smoking in Federally-Qualified Health Centers	2015	K23	Ks	NIH	Not Applicable	1K23DA037453-01A1	NA	171340	NA	Include	NIDA	8821462	1	DA	37453	1	A1	NA
9760332	"BAJIC, DUSICA "	Boston Children's Hospital	Immediate and Delayed Effects of Morphine on Brain Circuits: Animal and Human Cor	2013	K08	Ks	NIH	Not Applicable	1K08DA035972-01	NA	183276	NA	Include	NIDA	8566922	1	DA	35972	1		NA
6414577	"BAKER, JUSTIN T"	Mclean Hospital	Frontoparietal Network Integrity and Risk for Psychosis	2014	K23	Ks	NIH	Not Applicable	1K23MH104515-01	NA	182304	NA	Include	NIMH	8755695	1	MH	104515	1		NA
10414388	"BAL, NARESH CHANDRA"	Sanford Burnham Prebys Medical Discovery Institute	Identification of enhancers of energy expenditure via SLN/SERCA interaction	2015	K01	Ks	NIH	Not Applicable	1K01DK102772-01A1	NA	122568	NA	Include	NIDDK	8967738	1	DK	102772	1	A1	NA
12036466	"BALAMUTH, FRANCES "	Children's Hosp Of Philadelphia	RNA Expression Profiling in Pediatric Patients with Suspected Sepsis	2015	K23	Ks	NIH	Not Applicable	1K23HD082368-01A1	NA	126306	NA	Include	NICHD	8967019	1	HD	82368	1	A1	NA
10210359	"BALAZS, ALEJANDRO BENJAMIN"	Massachusetts General Hospital	Development of Vectored ImmunoProphylaxis as a strategy against HIV	2014	K22	Ks	NIH	Not Applicable	1K22AI102769-01	NA	156632	NA	Include	NIAID	8411105	1	AI	102769	1		NA
10717525	"BALDWIN, MATTHEW R"	Columbia University Health Sciences	Frailty; Palliative Care Needs; and Outcomes in Older Survivors of Critical Illne	2014	K23	Ks	NIH	Not Applicable	1K23AG045560-01A1	NA	132300	NA	Include	NIA	8767509	1	AG	45560	1	A1	NA
10125809	"BALU, DARRICK T"	Mclean Hospital	NMDA receptor hypofunction contributes to the dendritic dysplasia in schizophreni	2013	K99	Ks	NIH	Not Applicable	1K99MH099252-01A1	NA	115091	NA	Include	NIMH	8581069	1	MH	99252	1	A1	NA
9341531	"BALWANI, MANISHA "	Icahn School Of Medicine At Mount Sinai	Clinical and Molecular Studies of the Erythropoietic Protoporphyria Phenotype	2013	K23	Ks	NIH	Not Applicable	1K23DK095946-01A1	NA	178416	NA	Include	NIDDK	8509354	1	DK	95946	1	A1	NA
9176382	"BANGHART, MATTHEW RYAN"	Harvard Medical School	Compartment-Specific Signaling Of Striatal Opioid Peptides in Reward-Guided Behav	2013	K99	Ks	NIH	Not Applicable	1K99DA034648-01	NA	121505	NA	Include	NIDA	8423569	1	DA	34648	1		NA
11620325	"BARAKAT, NADIA "	Boston Children's Hospital	Advanced neuroimaging in pediatric spinal cord injury	2015	K25	Ks	NIH	Not Applicable	1K25HD079505-01A1	NA	131693	NA	Include	NICHD	8821352	1	HD	79505	1	A1	NA
10324802	"BARKER, DAVID HEATON"	Rhode Island Hospital	Comparative Efficacy of HIV-Prevention among Youth with Mental Health Needs	2014	K23	Ks	NIH	Not Applicable	1K23MH102131-01A1	NA	169209	NA	Include	NIMH	8727174	1	MH	102131	1	A1	NA
11222472	"BARON NELSON, MARY "	Children's Hospital Of Los Angeles	Treatment-related CNS Injury in Children with Brain Tumors	2014	K23	Ks	NIH	Not Applicable	1K23NR014902-01A1	NA	132562	NA	Include	NINR	8822126	1	NR	14902	1	A1	NA
9036092	"BARTON, JENNIFER L"	Oregon Health & Science University	Goal concordance in rheumatoid arthritis in diverse populations	2015	K23	Ks	NIH	Not Applicable	1K23AR064372-01A1	NA	135000	NA	Include	NIAMS	8821824	1	AR	64372	1	A1	NA
10729723	"BECK, ANDREW FINKEL"	Cincinnati Childrens Hosp Med Ctr	Inpatient Asthma Care for Children: Adding a Place-Based; Community-Focused Appro	2014	K23	Ks	NIH	Not Applicable	1K23AI112916-01	NA	131490	NA	Include	NIAID	8755172	1	AI	112916	1		NA
10820060	"BECK, ANDREW H"	Beth Israel Deaconess Medical Center	INFORMATICS METHODS AND MODELS FOR COMPUTATIONAL PATHOLOGY	2014	K22	Ks	NIH	Not Applicable	1K22LM011931-01	NA	170586	NA	Include	NLM	8674406	1	LM	11931	1		NA
10530139	"BECKER, AMY M"	Boston Children's Hospital	MOLECULAR MECHANISMS BY WHICH IRF-8 REGULATES MYELOPOIESIS	2014	K01	Ks	NIH	Not Applicable	1K01DK099395-01A1	NA	152631	NA	Include	NIDDK	8700105	1	DK	99395	1	A1	NA
10779221	"BECKER, STEPHEN P"	Cincinnati Childrens Hosp Med Ctr	A Multi-Method Investigation to Distinguish Sluggish Cognitive Tempo from ADHD	2015	K23	Ks	NIH	Not Applicable	1K23MH108603-01	NA	135000	NA	Include	NIMH	9006970	1	MH	108603	1		NA
11968927	"BECKNELL, BRIAN "	Research Inst Nationwide Children's Hosp	Role of urothelium in epithelial integrity and innate defense of the kidney	2015	K08	Ks	NIH	Not Applicable	1K08DK102594-01A1	NA	142749	NA	Include	NIDDK	8891594	1	DK	102594	1	A1	NA
12270014	"BEN-SAHRA, ISSAM "	Harvard School Of Public Health	Linking oncogenic signaling to tumor metabolism	2015	K99	Ks	NIH	Not Applicable	1K99CA194192-01	NA	97252	NA	Include	NCI	8868257	1	CA	194192	1		NA
10405896	"BENAVENTE, CLAUDIA ANDREA"	St. Jude Children's Research Hospital	Genome instability and epigenetic deregulation in retinoblastoma and osteosarcoma	2013	K99	Ks	NIH	Not Applicable	1K99CA178207-01	NA	102574	NA	Include	NCI	8568283	1	CA	178207	1		NA
11178492	"BENITEZ, ANDREANA "	Medical University Of South Carolina	White Matter Tract Integrity biomarkers of neurodegeneration in aging and MCI	2015	K23	Ks	NIH	Not Applicable	1K23AG044434-01A1	NA	162864	NA	Include	NIA	8821945	1	AG	44434	1	A1	NA
