"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"874","Allosteric inhibition of the SHP2 oncoprotein in breast cancer","NCI",9101727,"1R21CA195422-01A1",1,"R21","CA",195422,1,"A1",NA,8770044,"TAUTZ, LUTZ ","Not Applicable","Sanford Burnham Prebys Medical Discovery Institute",NA,2016,254475,NA,"Include"
"875","Exploration of blood flow regulation to bone in humans","NIAMS",9745157,"1R21AR074054-01A1",1,"R21","AR",74054,1,"A1",NA,1946967,"TAYLOR, J ANDREW","Not Applicable","Spaulding Rehabilitation Hospital",NA,2019,231930,NA,"Include"
"876","Improving HPV Vaccination using Implementation Strategies in Community Pharmacies","NCI",9745108,"1R21CA231180-01A1",1,"R21","CA",231180,1,"A1",NA,14534403,"TEETER, BENJAMIN SAMUEL","Not Applicable","Univ Of Arkansas For Med Scis",NA,2019,196729,NA,"Include"
"877","Novel Synovial Role in Pathogenesis of Gout","NIAMS",9810080,"1R21AR075990-01",1,"R21","AR",75990,1,"",NA,8045873,"TERKELTAUB, ROBERT A.","Not Applicable","Veterans Medical Research Fdn/San Diego",NA,2019,186205,NA,"Include"
"878","Understanding cognitive and neurobiological factors of age-related speech recognition declines","NIDCD",9377594,"1R21DC016375-01",1,"R21","DC",16375,1,"",NA,12425841,"TEUBNER-RHODES, SUSAN ELIZABETH","Not Applicable","Medical University Of South Carolina",NA,2017,149500,NA,"Include"
"879","Potential role of heterochromatin protein 1?  in the control of FOXP3 stability and expression in induced CD4+ regulatory T cells","NIAID",9659719,"1R21AI137751-01A1",1,"R21","AI",137751,1,"A1",NA,10482049,"THAI, TO-HA ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,218750,NA,"Include"
"880","Determining how autophagy mediates resistance to cancer therapies","NCI",9583450,"1R21CA222455-01A1",1,"R21","CA",222455,1,"A1",NA,8740392,"THOMAS, GEORGE VICTOR","Not Applicable","Oregon Health & Science University",NA,2018,200970,NA,"Include"
"881","Adhesive materials for tendon-to-bone repair","NIAMS",9808623,"1R21AR076008-01",1,"R21","AR",76008,1,"",NA,7075581,"THOMOPOULOS, STAVROS  ","AHN, KOLLBE ;GENIN, GUY M","Columbia University Health Sciences",NA,2019,204543,NA,"Include"
"882","Lipidomics-based biomarkers for risk of progression in early prostate cancer","NCI",9433189,"1R21CA223527-01",1,"R21","CA",223527,1,"",NA,7354310,"THOMPSON, TIMOTHY CHARLES ","DAVIS, JOHN ","University Of Tx Md Anderson Can Ctr",NA,2018,208800,NA,"Include"
"883","Oxygen as a Potential Regulator of Follicle Quiescence in the Primate Ovary","NICHD",9507210,"1R21HD094983-01",1,"R21","HD",94983,1,"",NA,10504815,"TING, ALISON Y ","KRIEG, ADAM J","Oregon Health & Science University",NA,2018,306250,NA,"Include"
"884","Delivery of Precision Acoustic Fields to Penetrating Neural Implants to Improve Longevity and Performance of the Neural Interface","NIBIB",9726216,"1R21EB028055-01",1,"R21","EB",28055,1,"",NA,12395025,"TIRKO, NATASHA NOEL","Not Applicable","Actuated Medical, Inc.",NA,2019,328373,NA,"Include"
"885","Mechanisms of Hyperventilation in Anxiety Disorders","NIMH",9506920,"1R21MH116187-01",1,"R21","MH",116187,1,"",NA,6402172,"TOLIN, DAVID F ","JOHANNESEN, JASON KARL","Hartford Hospital",NA,2018,210794,NA,"Include"
"886","A novel biological crosstalk between sumoylation and mitochondria dysfuntion in alcoholic liver disease","NIAAA",9824375,"1R21AA027352-01A1",1,"R21","AA",27352,1,"A1",NA,10385641,"TOMASI, MARIA LAUDA","Not Applicable","Cedars-Sinai Medical Center",NA,2019,244375,NA,"Include"
"887","Complement inhibitors targeted to the ischemic brain for the treatment of stroke","NINDS",9316844,"1R21NS097653-01A1",1,"R21","NS",97653,1,"A1",NA,1881285,"TOMLINSON, STEPHEN ","Not Applicable","Medical University Of South Carolina",NA,2017,345320,NA,"Include"
"888","Admixture mapping in late-onset Alzheimer?s disease","NIA",9226309,"1R21AG054832-01",1,"R21","AG",54832,1,"",NA,11677901,"TOSTO, GIUSEPPE ","Not Applicable","Columbia University Health Sciences",NA,2016,200000,NA,"Include"
"889","Association of baseline and time-varying serum magnesium levels with cardiovascular disease events in SPRINT participants with and without chronic kidney disease","NHLBI",9815059,"1R21HL145424-01A1",1,"R21","HL",145424,1,"A1",NA,1892836,"TOTO, ROBERT DANIEL","Not Applicable","Ut Southwestern Medical Center",NA,2019,129653,NA,"Include"
"890","Mechanism of Bone Marrow Neoplasm-Induced Osteosclerosis","NIAMS",9428798,"1R21AR072748-01",1,"R21","AR",72748,1,"",NA,1860274,"TRACKMAN, PHILIP C ","RAVID, KATYA ","Boston University Medical Campus",NA,2018,217690,NA,"Include"
"891","Rest-activity rhythms associated with aging traits in the elderly.","NIA",9263661,"1R21AG051380-01A1",1,"R21","AG",51380,1,"A1",NA,6942275,"TRANAH, GREGORY J. ","STONE, KATIE L","California Pacific Med Ctr Res Institute",NA,2017,243000,NA,"Include"
"892","Novel Non-Invasive Coronary Flow Patterning to Predict Early Coronary Microvascular Disease","NIBIB",9584176,"1R21EB026518-01",1,"R21","EB",26518,1,"",NA,10322966,"TRASK, AARON J","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2018,190000,NA,"Include"
"893","Assessing the impact of differing pharmacy tobacco retail displays on smokers awareness; perceptions; and intentions to quit","NCI",9098033,"1R21CA198824-01A1",1,"R21","CA",198824,1,"A1",NA,8800584,"TRAVERS, MAANSI BANSAL","Not Applicable","Roswell Park Cancer Institute Corp",NA,2016,227201,NA,"Include"
"894","Calcium oscillations and cell motility with corneal injury","NEI",9668324,"1R21EY029097-01A1",1,"R21","EY",29097,1,"A1",NA,1860984,"TRINKAUS-RANDALL, VICKERY E","Not Applicable","Boston University Medical Campus",NA,2019,247500,NA,"Include"
"895","EHR nudges: Development and testing of a behavioral economics electronic health record module","NIA",9419088,"1R21AG057382-01",1,"R21","AG",57382,1,"",NA,1939736,"TROXEL, ANDREA B ","MANN, DEVIN M","New York University School Of Medicine",NA,2017,215774,NA,"Include"
"896","Aging Effect on Genome Maintenance during Hepatocyte Regeneration","NIA",9175125,"1R21AG052006-01A1",1,"R21","AG",52006,1,"A1",NA,7932542,"TSAI, ROBERT Y","Not Applicable","Texas A&M University Health Science Ctr",NA,2016,222750,NA,"Include"
"897","HIV-1 translation efficiency during latency reversal","NIAID",9482114,"1R21AI131757-01A1",1,"R21","AI",131757,1,"A1",NA,7796950,"TSIBRIS, ATHE M.","Not Applicable","Brigham And Women's Hospital",NA,2018,249500,NA,"Include"
"898","Systems analysis of guideline adherence in neonatal intensive care","NICHD",9112413,"1R21HD084863-01A1",1,"R21","HD",84863,1,"A1",NA,8821598,"TUBBS COOLEY, HEATHER LYNN","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2016,248991,NA,"Include"
"899","Innate lymphoid cells in Campylobacter-induced colitis","NIAID",9434763,"1R21AI135574-01",1,"R21","AI",135574,1,"",NA,8622054,"TUMANOV, ALEXEI V","Not Applicable","University Of Texas Hlth Science Center",NA,2018,228750,NA,"Include"
"900","Building Evidence for High-Quality Pediatric Primary Care Weight and Comorbidity Management","NIDDK",9529215,"1R21DK114764-01A1",1,"R21","DK",114764,1,"A1",NA,11391799,"TURER, CHRISTY BOLING","Not Applicable","Ut Southwestern Medical Center",NA,2018,243000,NA,"Include"
"901","DNA Elements Underlying Celiac and Crohn's Susceptibility","NIAID",9374344,"1R21AI133140-01",1,"R21","AI",133140,1,"",NA,1891538,"TYCKO, BENJAMIN ","Not Applicable","Columbia University Health Sciences",NA,2017,59454,NA,"Include"
"902","Maternal experience and stress resilience in females","NIMH",9375549,"1R21MH114184-01",1,"R21","MH",114184,1,"",NA,7356332,"URBAN, JANICE H ","COLMERS, WILLIAM FRANCIS","Rosalind Franklin Univ Of Medicine & Sci",NA,2017,216889,NA,"Include"
"903","High Quality Long Term Preservation of Sporozoites via Deep Supercooling","NIAID",9651672,"1R21AI142415-01",1,"R21","AI",142415,1,"",NA,10450996,"USTA, OSMAN BERK ","SANDLIN, REBECCA ","Massachusetts General Hospital",NA,2019,252000,NA,"Include"
"904","Modeling Human Liver Perfusion Dynamics to Discover Targets for ex vivo Organ Therapy","NIBIB",9112090,"1R21EB020819-01A1",1,"R21","EB",20819,1,"A1",NA,9086616,"UYGUN, KORKUT MUSTAFA","Not Applicable","Massachusetts General Hospital",NA,2016,256500,NA,"Include"
"905","Using unnatural amino acid mutagenesis to probe a glutamate transporter homolog","NINDS",9839121,"1R21NS113561-01",1,"R21","NS",113561,1,"",NA,8837154,"VALIYAVEETIL, FRANCIS ","Not Applicable","Oregon Health & Science University",NA,2019,423500,NA,"Include"
"906","The Functions of Novel FOXN1 Compound Heterozygous Mutations in PIDs Patients","NIAID",9722427,"1R21AI144140-01",1,"R21","AI",144140,1,"",NA,2106998,"VAN OERS, NICOLAI STANISLAS CYRILLE","Not Applicable","Ut Southwestern Medical Center",NA,2019,243000,NA,"Include"
"907","Communication quality analysis of end-of-life discussions by clinicians","NINR",9374999,"1R21NR017259-01",1,"R21","NR",17259,1,"",NA,12212189,"VAN SCOY, LAUREN JODI","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2018,208584,NA,"Include"
"908","Measuring what happens in voice therapy: refinement and testing of a voice therapy taxonomy","NIDCD",9305366,"1R21DC016124-01",1,"R21","DC",16124,1,"",NA,12165346,"VAN STAN, JARRAD ","Not Applicable","Massachusetts General Hospital",NA,2017,171000,NA,"Include"
"909","Characterization of HCMV entry receptors","NIAID",9528266,"1R21AI133014-01A1",1,"R21","AI",133014,1,"A1",NA,9492865,"VANARSDALL, ADAM L","Not Applicable","Oregon Health & Science University",NA,2018,192500,NA,"Include"
"910","Multimodal Neuroimaging Distinguishes Developmental and Disordered Phenotypes in Speech Sound Disorders","NIDCD",9765466,"1R21DC017393-01A1",1,"R21","DC",17393,1,"A1",NA,8830921,"VANNEST, JENNIFER J.","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,251047,NA,"Include"
"911","Understanding the role of Eph signaling in Alzheimer's disease","NIA",9652165,"1R21AG061722-01",1,"R21","AG",61722,1,"",NA,11681733,"VARDARAJAN, BADRI N ","LEFORT, ROGER ","Columbia University Health Sciences",NA,2019,202500,NA,"Include"
"912","Defining non-nuclear roles for Yap in the development of multi-ciliated cells","NICHD",9434719,"1R21HD094012-01",1,"R21","HD",94012,1,"",NA,11082438,"VARELAS, XARALABOS ","Not Applicable","Boston University Medical Campus",NA,2018,247313,NA,"Include"
"913","Circadian Timekeeping; Oxidative Stress and Metabolism in ALS Models","NINDS",9600103,"1R21NS102599-01A1",1,"R21","NS",102599,1,"A1",NA,10229513,"VARGAS, MARCELO R","Not Applicable","Medical University Of South Carolina",NA,2018,221730,NA,"Include"
"914","Magnetic resonance imaging of human post-mortem tissues with a clinical diagnosis of multiple sclerosis using inhomogeneous magnetization transfer","NINDS",9873298,"1R21NS114546-01",1,"R21","NS",114546,1,"",NA,11816138,"VARMA, GOPAL ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,262500,NA,"Include"
"915","Mechanisms of nutrient acquisition by malaria parasite mosquito stages","NIAID",9806568,"1R21AI146391-01",1,"R21","AI",146391,1,"",NA,8871487,"VAUGHAN, ASHLEY MICHAEL","Not Applicable","Seattle Children's Hospital",NA,2019,232500,NA,"Include"
"916","Auger Electron Radiotherapy of Late-Stage; Castration-Resistant Prostate Cancer using a Brominated Dihydrotestosterone Analogue","NCI",9023992,"1R21CA191913-01A1",1,"R21","CA",191913,1,"A1",NA,9996828,"VEACH, DARREN R ","BEATTIE, BRADLEY J","Sloan-Kettering Inst Can Research",NA,2016,191291,NA,"Include"
"917","SPatial Analysis of Cardiovascular Events (SPACE) in the Golestan Cohort Study","NHLBI",9441892,"1R21HL140474-01",1,"R21","HL",140474,1,"",NA,10436903,"VEDANTHAN, RAJESH ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2017,127125,NA,"Include"
"918","Modulation of mitochondrial proliferation and function in Drosophila neurons","NIA",9530042,"1R21AG061646-01A1",1,"R21","AG",61646,1,"A1",NA,8505219,"VENKATACHALAM, KARTIK  ","SARDIELLO, MARCO ","University Of Texas Hlth Sci Ctr Houston",NA,2018,247594,NA,"Include"
"919","RESOLVING COMPLEX SYSTEMIC ENDOGENOUS EXPRESSION PATTERNS INTO SUBCELLULAR HIGH-RESOLUTION LOCALIZATION","OD",9164427,"1R21OD022981-01",1,"R21","OD",22981,1,"",NA,10922230,"VENKEN, KOEN JOZEF THEO","Not Applicable","Baylor College Of Medicine",NA,2016,237750,NA,"Include"
"920","Preventing neurodegeneration by boosting molecular chaperone expression","NIA",9386172,"1R21AG055083-01A1",1,"R21","AG",55083,1,"A1",NA,11942729,"VERA UGALDE, MARIA ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2017,208750,NA,"Include"
"921","Investigation of Genomic Disorders in Chronic Kidney Disease","NIDDK",9896246,"1R21DK119802-01A1",1,"R21","DK",119802,1,"A1",NA,11253321,"VERBITSKY, MIGUEL ","Not Applicable","Columbia University Health Sciences",NA,2019,202500,NA,"Include"
"922","Social Dancing Intervention for older adults at high risk of Alzheimer's disease and other dementias: A pilot study","NIA",9607670,"1R21AG057586-01A1",1,"R21","AG",57586,1,"A1",NA,7705170,"VERGHESE, JOE  ","BLUMEN, HELENA M","Albert Einstein College Of Medicine, Inc",NA,2018,52979,NA,"Include"
"923","An investigation into cochlear HPA like signaling","NIDCD",9027411,"1R21DC015124-01",1,"R21","DC",15124,1,"",NA,1904009,"VETTER, DOUGLAS E","Not Applicable","University Of Mississippi Med Ctr",NA,2016,228750,NA,"Include"
"924","Targeting cell polarity to disrupt the interaction of glioblastomas with the neural environment","NINDS",9669342,"1R21NS106537-01A1",1,"R21","NS",106537,1,"A1",NA,8736089,"VIAPIANO, MARIANO SEBASTIAN","Not Applicable","Upstate Medical University",NA,2019,243000,NA,"Include"
"925","Perceptual sensitivity to anatomical background statistics in mammography","NCI",9804780,"1R21CA241705-01",1,"R21","CA",241705,1,"",NA,1887943,"VICTOR, JONATHAN D","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2019,191357,NA,"Include"
"926","Hookah Smoking; Carbon Monoxide; and Coronary Endothelial Function","NIDA",9318088,"1R21DA041596-01A1",1,"R21","DA",41596,1,"A1",NA,1876424,"VICTOR, RONALD G","Not Applicable","Cedars-Sinai Medical Center",NA,2017,276563,NA,"Include"
"927","Genetic network regulating eye formation","NEI",9669696,"1R21EY029114-01A1",1,"R21","EY",29114,1,"A1",NA,1897312,"VICZIAN, ANDREA S","Not Applicable","Upstate Medical University",NA,2019,243000,NA,"Include"
"928","Dementia Risk and Dynamic Response to Exercise","NIA",9824213,"1R21AG061548-01A1",1,"R21","AG",61548,1,"A1",NA,9552926,"VIDONI, ERIC DENNIS","Not Applicable","University Of Kansas Medical Center",NA,2019,229500,NA,"Include"
"929","The Effectiveness of NanoSOD in Ameliorating Ethanol-induced Liver Injury in Obesity","NIAAA",9388032,"1R21AA025445-01A1",1,"R21","AA",25445,1,"A1",NA,8914106,"VISWANATHAN, SARASWATHI ","Not Applicable","University Of Nebraska Medical Center",NA,2017,181125,NA,"Include"
"930","Videos for Advance Care Planning in Young Adults","NCI",9822305,"1R21CA234708-01A1",1,"R21","CA",234708,1,"A1",NA,8605013,"VOLANDES, ANGELO ","Not Applicable","Massachusetts General Hospital",NA,2019,239385,NA,"Include"
"931","Malaria Genomic Epidemiology for Identifying Sources of Malaria Infection and Transmission","NIAID",9645813,"1R21AI141843-01",1,"R21","AI",141843,1,"",NA,9046471,"VOLKMAN, SARAH KAY","Not Applicable","Harvard School Of Public Health",NA,2019,239250,NA,"Include"
"932","Recovering Together: Building resiliency in dyads of patients admitted to the Neuroscience Intensive Care Unit (NICU) and their caregivers","NINR",9668633,"1R21NR017979-01A1",1,"R21","NR",17979,1,"A1",NA,10387042,"VRANCEANU, ANA-MARIA ","Not Applicable","Massachusetts General Hospital",NA,2018,210625,NA,"Include"
"933","PET imaging of the tumor microenvironment for cancer detection","NCI",9585261,"1R21CA219899-01A1",1,"R21","CA",219899,1,"A1",NA,8088107,"WADAS, THADDEUS J","Not Applicable","Wake Forest University Health Sciences",NA,2018,202275,NA,"Include"
"934","Pediatric TBI Treatments: Optimal Timing; Targets; and Patient Characteristics.","NICHD",9172799,"1R21HD089076-01",1,"R21","HD",89076,1,"",NA,2101868,"WADE, SHARI L","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2016,253473,NA,"Include"
"935","Metabolomics and Renal Functional Reserve","NIDDK",9649944,"1R21DK119751-01",1,"R21","DK",119751,1,"",NA,8432815,"WAIKAR, SUSHRUT S.","Not Applicable","Boston Medical Center",NA,2019,273584,NA,"Include"
"936","Biophysical and Mechanistic Determinants for Cancer Cell Import of Hydrocarbon-Stapled Peptides","NCI",9178990,"1R21CA209358-01",1,"R21","CA",209358,1,"",NA,1902271,"WALENSKY, LOREN DAVID","Not Applicable","Dana-Farber Cancer Inst",NA,2016,190313,NA,"Include"
"937","Functional analysis of pathogenic mutations in Neurofibromatosis Type-1 (NF1)","NINDS",9245368,"1R21NS096402-01A1",1,"R21","NS",96402,1,"A1",NA,8835343,"WALKER, JAMES ANTHONY","Not Applicable","Massachusetts General Hospital",NA,2016,263150,NA,"Include"
"938","Utilization of Peripheral Blood Exosomes to Detect Genetic and Protein Markers in Pediatric Solid Tumor Patients","NCI",9721586,"1R21CA225846-01A1",1,"R21","CA",225846,1,"A1",NA,11883033,"WALZ, AMY LEANNE","Not Applicable","Lurie Children's Hospital Of Chicago",NA,2019,199665,NA,"Include"
"939","momHealth: Mobile Multiple Health Behavior Change in Teen Pregnancy & Parenting","NICHD",9316065,"1R21HD088913-01A1",1,"R21","HD",88913,1,"A1",NA,1906225,"WAMBACH, KAREN A. ","DAVIS, ANN M;NELSON, EVE-LYNN ","University Of Kansas Medical Center",NA,2017,226913,NA,"Include"
"940","Adoption of Non-Invasive Prenatal Testing in Diverse Populations: A Multilevel Approach","NHGRI",9222552,"1R21HG009567-01",1,"R21","HG",9567,1,"",NA,8465066,"WANG, CATHARINE  ","HANCHATE, AMRESH D.","Boston University Medical Campus",NA,2016,246750,NA,"Include"
"941","Epigenetic Mechanisms in Alcohol Use Disorder quantified by non-invasive PET imaging","NIAAA",9168787,"1R21AA025192-01",1,"R21","AA",25192,1,"",NA,11702754,"WANG, CHANGNING ","Not Applicable","Massachusetts General Hospital",NA,2016,277985,NA,"Include"
"942","Correction of Bias in Estimating Risk of AD and Cognitive and Mobile Decline Using Auxiliary Information","NIA",9374189,"1R21AG056920-01",1,"R21","AG",56920,1,"",NA,8727623,"WANG, CUILING ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2017,250500,NA,"Include"
"943","Long non-coding RNAs in alcohol induced neural cell death","NIAAA",9386466,"1R21AA025328-01A1",1,"R21","AA",25328,1,"A1",NA,9421251,"WANG, JUNMING  ","MO, YIN-YUAN ","University Of Mississippi Med Ctr",NA,2017,222813,NA,"Include"
"944","Overcoming Primary Ibrutinib Resistance in Mantle Cell Lymphoma Using Patient-Derived Models and Molecular Profiling","NCI",9177085,"1R21CA202104-01A1",1,"R21","CA",202104,1,"A1",NA,8790599,"WANG, MICHAEL ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,208800,NA,"Include"
"945","Molecular and Functional Hierarchy of Male Germline Stem Cell Differentiation","NICHD",9244459,"1R21HD087741-01A1",1,"R21","HD",87741,1,"A1",NA,10376640,"WANG, NING ","Not Applicable","Massachusetts General Hospital",NA,2017,266001,NA,"Include"
