"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"763","Cognitive processing therapy for PTSD with co-morbid mild traumatic brain injury","NIMH",8509899,"1K23MH097844-01A1",1,"K23","MH",97844,1,"A1",NA,8816940,"TANEV, KALOYAN STEFANOV","Not Applicable","Massachusetts General Hospital",NA,2013,185496,NA,"Include"
"764","Mitochondrial dysfunction due to aberrant mTOR-regulated mitophagy in autism","NIMH",8509907,"1K01MH096956-01A1",1,"K01","MH",96956,1,"A1",NA,10506660,"TANG, GUOMEI ","Not Applicable","Columbia University Health Sciences",NA,2013,183568,NA,"Include"
"765","Prenatal diagnosis of brain malformations: Improving assessment of prognosis","NICHD",8821983,"1K23HD079605-01A1",1,"K23","HD",79605,1,"A1",NA,11294598,"TARUI, TOMO ","Not Applicable","Tufts Medical Center",NA,2015,132231,NA,"Include"
"766","Identifying and Mitigating Risk Factors for Dehydration-Mediated Nephrolithiasis in Adolescents","NIDDK",8947453,"1K23DK106428-01",1,"K23","DK",106428,1,"",NA,11459431,"TASIAN, GREGORY EDWARD","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,167018,NA,"Include"
"767","PI3K Pathway Inhibition for Philadelphia-Like Acute Lymphoblastic Leukemia","NCI",8821885,"1K08CA184418-01A1",1,"K08","CA",184418,1,"A1",NA,9718867,"TASIAN, SARAH KATHLEEN","Not Applicable","Children's Hosp Of Philadelphia",NA,2014,169657,NA,"Include"
"768","To define the role of SOX9 and Sox9+ cells in alveolar homeostasis and regeneration","NHLBI",8868276,"1K99HL127181-01",1,"K99","HL",127181,1,"",NA,11195734,"TATA, PURUSHOTHAMA RAO ","Not Applicable","Massachusetts General Hospital",NA,2015,136405,NA,"Include"
"769","Patient Oriented Research and Mentorship in Childhood Obesity Disparities","NIDDK",8938732,"1K24DK105989-01",1,"K24","DK",105989,1,"",NA,8436929,"TAVERAS BENAVIDEZ, ELSIE MIREYA","Not Applicable","Massachusetts General Hospital",NA,2015,160108,NA,"Include"
"770","Role of TRIM79 in innate immunity to tick-borne encephalitis virus","NIAID",8277682,"1K22AI099020-01",1,"K22","AI",99020,1,"",NA,10950110,"TAYLOR, ROGER TRAVIS","Not Applicable","University Of Toledo Health Sci Campus",NA,2013,162000,NA,"Include"
"771","DNA Topological and Epigenetic Regulation in Neurodevelopment and Disorders","NINDS",8869492,"1K99NS091508-01",1,"K99","NS",91508,1,"",NA,12228612,"TEE, WEE WEI  ","Not Applicable","New York University School Of Medicine",NA,2015,92015,NA,"Include"
"772","The role of optic nerve head actin cytoskeleton in glaucoma","NEI",8617077,"1K08EY024025-01",1,"K08","EY",24025,1,"",NA,7005986,"TEHRANI, SHANDIZ ","Not Applicable","Oregon Health & Science University",NA,2014,208947,NA,"Include"
"773","A systems approach to DNA methylation; gene expression; and cognitive dysfunction in Alzheimer's disease","NIA",8869425,"1K08AG049938-01",1,"K08","AG",49938,1,"",NA,10450717,"TEICH, ANDREW FRANKLIN","Not Applicable","Columbia University Health Sciences",NA,2015,126900,NA,"Include"
"774","Optimizing Palliative and End of Life Care for Patients with Cancer","NCI",8764518,"1K24CA181253-01A1",1,"K24","CA",181253,1,"A1",NA,7899804,"TEMEL, JENNIFER SUE","Not Applicable","Massachusetts General Hospital",NA,2014,147306,NA,"Include"
"775","ROLE OF INTESTINAL ARX IN ENTEROENDOCRINE DEVELOPMENT AND CONGENITAL DIARRHEA","NIDDK",9034167,"1K08DK105354-01A1",1,"K08","DK",105354,1,"A1",NA,11042976,"TERRY, NATALIE A","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,150778,NA,"Include"
"776","The impact of concurrent food insecurity and obesity in children","NICHD",8635749,"1K23HD075852-01A1",1,"K23","HD",75852,1,"A1",NA,9755287,"TESTER, JUNE M","Not Applicable","Children's Hospital & Res Ctr At Oakland",NA,2014,144086,NA,"Include"
"777","CREB and ICER; the Yin and Yang of FSH-beta regulation by pulsatile GnRH","NICHD",8791474,"1K99HD079663-01A1",1,"K99","HD",79663,1,"A1",NA,10593105,"THOMPSON, IAIN ","Not Applicable","Brigham And Women's Hospital",NA,2014,136270,NA,"Include"
"778","Examination of the Final Stages of Platelet Production","NHLBI",8510070,"1K99HL114719-01A1",1,"K99","HL",114719,1,"A1",NA,10313727,"THON, JONATHAN NOAH","Not Applicable","Brigham And Women's Hospital",NA,2013,132705,NA,"Include"
"779","The role of kinase signaling in intestinal epithelial homeostasis","NIDDK",8768122,"1K99DK103126-01",1,"K99","DK",103126,1,"",NA,10612269,"THORNE, CURTIS ANDREW","Not Applicable","Ut Southwestern Medical Center",NA,2014,90000,NA,"Include"
"780","High-Speed Motion-Corrected Pediatric Neuroimaging with MRI","NICHD",8580979,"1K99HD074649-01A1",1,"K99","HD",74649,1,"A1",NA,10458874,"TISDALL, MATTHEW DYLAN","Not Applicable","Massachusetts General Hospital",NA,2013,137119,NA,"Include"
"781","Multimodal Neuroimaging of Cigarette Smoking","NIDA",8443235,"1K25DA031769-01A1",1,"K25","DA",31769,1,"A1",NA,10622764,"TONG, YUNJIE ","Not Applicable","Mclean Hospital",NA,2013,153952,NA,"Include"
"782","UT Southwestern Center for Translational Medicine (UL1/KL2/TL1","NCATS",8721031,"1KL2TR001103-01",1,"KL2","TR",1103,1,"",NA,1892836,"TOTO, ROBERT DANIEL","Not Applicable","Ut Southwestern Medical Center",NA,2013,703543,NA,"Include"
"783","Factors Influencing KSHV Infection and Spread within the Oral Cavity","NIDCR",8846814,"1K99DE024969-01",1,"K99","DE",24969,1,"",NA,10755933,"TOTONCHY, JENNIFER E","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,123050,NA,"Include"
"784","Gene Expression to Expand Knowledge of Inflammatory Depression","NIMH",8767432,"1K23MH104768-01",1,"K23","MH",104768,1,"",NA,10969218,"TOUPS, MARISA SARA PALUMBO","Not Applicable","Ut Southwestern Medical Center",NA,2014,180360,NA,"Include"
"785","Metabolomics and Hypertension","NHLBI",8967393,"1K01HL125698-01A1",1,"K01","HL",125698,1,"A1",NA,9777822,"TOWNSEND, MARY KAY","Not Applicable","Brigham And Women's Hospital",NA,2015,141751,NA,"Include"
"786","Daptomycin Resistance in Enterococcus faecium","NIAID",8766336,"1K08AI113317-01",1,"K08","AI",113317,1,"",NA,11749272,"TRAN, TRUC THANH","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2014,148618,NA,"Include"
"787","Effects of Adolescent Alcohol Exposure on Decision Making in Adult Rats","NIAAA",8700945,"1K01AA022475-01A1",1,"K01","AA",22475,1,"A1",NA,7080071,"TRANTHAM-DAVIDSON, HEATHER L","Not Applicable","Medical University Of South Carolina",NA,2014,170190,NA,"Include"
"788","Differential Macro- and Micro-vascular Remodeling in Type 2 Diabetes and Metaboli","NHLBI",8635705,"1K99HL116769-01A1",1,"K99","HL",116769,1,"A1",NA,10322966,"TRASK, AARON J","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2014,129060,NA,"Include"
"789","Stress and MDD effects on mPFC Glutamate and GABA during reward processing","NIMH",8618562,"1K99MH102355-01",1,"K99","MH",102355,1,"",NA,9659655,"TREADWAY, MICHAEL TILGHMAN","Not Applicable","Mclean Hospital",NA,2014,127356,NA,"Include"
"790","Anxiety With Cancer in the Elderly (ACE): A Cognitive-Behavioral Interv","NIA",8769757,"1K23AG048632-01",1,"K23","AG",48632,1,"",NA,10031347,"TREVINO, KELLY ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2014,155501,NA,"Include"
"791","Dopaminergic modulation of brain circuits that control movement","NINDS",8679302,"1K99NS087098-01",1,"K99","NS",87098,1,"",NA,10649345,"TRITSCH, NICOLAS XAVIER","Not Applicable","Harvard Medical School",NA,2014,85434,NA,"Include"
"792","Effect of anabolic and antiresorptive therapy on bone quality in osteoporosis","NIAMS",8949563,"1K23AR068447-01",1,"K23","AR",68447,1,"",NA,11457181,"TSAI, JOY ","Not Applicable","Massachusetts General Hospital",NA,2015,136725,NA,"Include"
"793","Mechanisms Underlying the Cerebellar Contribution to Autism in Mouse Models of Tu","NINDS",8566760,"1K08NS083733-01",1,"K08","NS",83733,1,"",NA,11145671,"TSAI, PETER T.","Not Applicable","Boston Children's Hospital",NA,2013,190458,NA,"Include"
"794","Determinants and Prognostic Significance of Proximal Aortic Stiffness","NHLBI",8635709,"1K23HL118529-01A1",1,"K23","HL",118529,1,"A1",NA,11417998,"TSAO, CONNIE ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2014,143506,NA,"Include"
"795","Molecular Genetics of Melanoma","NCI",8822007,"2K24CA149202-06",2,"K24","CA",149202,6,"",NA,1927428,"TSAO, HENSIN ","Not Applicable","Massachusetts General Hospital",NA,2015,173086,NA,"Include"
"796","Primary Care; Communication; & Improving Children's Health","NHLBI",8634477,"1K23HL118152-01A1",1,"K23","HL",118152,1,"A1",NA,11391799,"TURER, CHRISTY BOLING","Not Applicable","Ut Southwestern Medical Center",NA,2014,148425,NA,"Include"
"797","The Tribbles-COP1 Complex in Leukemia","NCI",8581412,"1K08CA166227-01A1",1,"K08","CA",166227,1,"A1",NA,6300758,"ULJON, SACHA N","Not Applicable","Brigham And Women's Hospital",NA,2013,178200,NA,"Include"
"798","Exercise as a Buffer Against Stressed-Induced Eating","NIDDK",8765882,"1K01DK100498-01A1",1,"K01","DK",100498,1,"A1",NA,10214717,"UNICK, JESSICA L","Not Applicable","Miriam Hospital",NA,2014,145626,NA,"Include"
"799","Biological characterization of matched primary colorectal carcinomas & metastases","NCI",8635138,"1K08CA175150-01A1",1,"K08","CA",175150,1,"A1",NA,10535972,"VAKIANI, EFSEVIA ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2013,178740,NA,"Include"
"800","Cancer-Health Disparities in Incarcerated Men","NCI",8949217,"1K22CA197066-01",1,"K22","CA",197066,1,"",NA,10371159,"VALERA, PAMELA ","Not Applicable","Columbia University Health Sciences",NA,2015,192075,NA,"Include"
"801","Novel Features of Integrin Antagonism Applied to Renal Dysfunction","NIDDK",8914273,"1K01DK101628-01A1",1,"K01","DK",101628,1,"A1",NA,11275564,"VAN AGTHOVEN, JOHANNES FRANCISCUS","Not Applicable","Massachusetts General Hospital",NA,2015,160692,NA,"Include"
"802","Resistance to Emerging Androgen Deprivation Therapies in Prostate Cancer","NCI",8766124,"1K08CA188615-01",1,"K08","CA",188615,1,"",NA,11913350,"VAN ALLEN, ELIEZER M","Not Applicable","Dana-Farber Cancer Inst",NA,2014,177120,NA,"Include"
"803","Mechanisms of Increased Ambulatory Blood Pressure in Intradialytic Hypertension","NIDDK",8581493,"1K23DK096007-01A1",1,"K23","DK",96007,1,"A1",NA,9719271,"VAN BUREN, PETER NOEL","Not Applicable","Ut Southwestern Medical Center",NA,2013,144612,NA,"Include"
"804","TEEN HEED:  An Adolescent Peer Led Diabetes Prevention Intervention","NIDDK",8679511,"1K23DK101692-01",1,"K23","DK",101692,1,"",NA,11236729,"VANGEEPURAM, NITA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,177179,NA,"Include"
"805","Functional and pathological correlates of memory self-awareness in aging and AD","NIA",8764157,"1K01AG048287-01",1,"K01","AG",48287,1,"",NA,10318786,"VANNINI, PATRIZIA ","Not Applicable","Brigham And Women's Hospital",NA,2014,130810,NA,"Include"
"806","The Role of Locus Coeruleus in Decision Execution and Adaptive Gain","NIMH",8767205,"1K99MH104716-01",1,"K99","MH",104716,1,"",NA,10243431,"VAZEY, ELENA ","Not Applicable","Medical University Of South Carolina",NA,2014,71228,NA,"Include"
"807","Microenterprise to Improve Child Development in Households Exposed to HIV","NIMH",8992983,"1K23MH106362-01A1",1,"K23","MH",106362,1,"A1",NA,12165019,"VENKATARAMANI, ATHEENDAR S.","Not Applicable","Massachusetts General Hospital",NA,2015,186096,NA,"Include"
"808","Unraveling glutamine metabolism in gliomas by PET imaging and biochemical methods","NCI",8617905,"1K08CA181475-01",1,"K08","CA",181475,1,"",NA,11561972,"VENNETI, SRIRAM ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,80118,NA,"Include"
"809","Bacterial Translocation and the Intestinal Microbiome in Recurrent Disease Following Liver Transplantation","NIDDK",8967988,"1K23DK101827-01A1",1,"K23","DK",101827,1,"A1",NA,9805339,"VERNA, ELIZABETH CLARICE","Not Applicable","Columbia University Health Sciences",NA,2015,153111,NA,"Include"
"810","Re-establishment of directional mucociliary transport after epithelial injury","NHLBI",8766096,"1K08HL124298-01",1,"K08","HL",124298,1,"",NA,10528580,"VINARSKY, VLADIMIR ","Not Applicable","Massachusetts General Hospital",NA,2014,137087,NA,"Include"
"811","Delineating tumors with resistance to tyrosine kinase therapy via PET imaging","NCI",8791458,"1K99CA181492-01A1",1,"K99","CA",181492,1,"A1",NA,10740459,"VIOLA, NERISSA THERESE","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,103097,NA,"Include"
"812","Nanoengineered Neuroprobes for MRI of Dopamine Transporters in Drug Addiction","NIDA",8822038,"1K08DA037465-01A1",1,"K08","DA",37465,1,"A1",NA,1874360,"VITALIANO, GORDANA D.","Not Applicable","Mclean Hospital",NA,2015,182304,NA,"Include"
"813","Improving the quality of patient care and outcomes for frequent emergency department visitors","AHRQ",8869249,"1K08HS023901-01",1,"K08","HS",23901,1,"",NA,10755498,"VOGEL, JODY ANN","Not Applicable","Denver Health And Hospital Authority",NA,2015,152109,NA,"Include"
"814","Underlying Molecular Mechanisms of Gliogenesis and Gliomagenesis in the Central Nervous System","NINDS",8950051,"1K22NS092767-01",1,"K22","NS",92767,1,"",NA,11000861,"VUE, TOU YIA ","Not Applicable","Ut Southwestern Medical Center",NA,2015,82184,NA,"Include"
"815","Deciding about Dialysis: Improving Decision-Making Among Older Adults with ESRD","NIA",8967751,"1K23AG049088-01A1",1,"K23","AG",49088,1,"A1",NA,10557024,"WACHTERMAN, MELISSA ","Not Applicable","Harvard Medical School",NA,2015,154355,NA,"Include"
"816","Developing and testing warning statements about e-cigarettes","NCI",8746034,"1K01CA189301-01",1,"K01","CA",189301,1,"",NA,9134261,"WACKOWSKI, OLIVIA ","Not Applicable","Rbhs-School Of Public Health",NA,2014,159530,NA,"Include"
"817","Viral and Host Biomarkers of Human Rhinovirus Disease Severity in Transplantation","NIAID",8804612,"1K23AI114844-01",1,"K23","AI",114844,1,"",NA,10970854,"WAGHMARE, ALPANA AMALKANT","Not Applicable","Seattle Children's Hospital",NA,2015,175987,NA,"Include"
"818","Brain G-alpha subunit protein mediated neural control of blood pressure","NHLBI",8441295,"1K02HL112718-01A1",1,"K02","HL",112718,1,"A1",NA,9792135,"WAINFORD, RICHARD DAVID","Not Applicable","Boston University Medical Campus",NA,2013,101049,NA,"Include"
"819","Defining an Electrophysiological Phenotype of ALS Patient-Derived Motor Neurons","NINDS",8699914,"1K08NS082364-01A1",1,"K08","NS",82364,1,"A1",NA,10114222,"WAINGER, BRIAN JASON","Not Applicable","Massachusetts General Hospital",NA,2014,193536,NA,"Include"
"820","Development of a Metabolite Signature of Metformin Prevention for Type 2 Diabetes","NIDDK",8821073,"1K23DK099249-01A1",1,"K23","DK",99249,1,"A1",NA,10742043,"WALFORD, GEOFFREY A.","Not Applicable","Massachusetts General Hospital",NA,2014,143942,NA,"Include"
"821","Atrial Fibrillation in Sepsis: Patient Outcomes and Provider Practice Patterns","NHLBI",8425628,"1K01HL116768-01",1,"K01","HL",116768,1,"",NA,9182444,"WALKEY, ALLAN J.","Not Applicable","Boston University Medical Campus",NA,2013,133949,NA,"Include"
"822","Integrative Data Analysis of HIV Prevention Trials","NIMH",8465694,"1K01MH099956-01",1,"K01","MH",99956,1,"",NA,11348573,"WALSH, JENNIFER LYNN","Not Applicable","Miriam Hospital",NA,2013,162449,NA,"Include"
"823","Role of Vascular Ion Channels in Heart Failure and Cardiovascular Diseases","NHLBI",8821734,"1K08HL122526-01A1",1,"K08","HL",122526,1,"A1",NA,7822598,"WAN, ELAINE Y","Not Applicable","Columbia University Health Sciences",NA,2015,130842,NA,"Include"
"824","Characterization of long non-coding RNAs in the DNA damage response","NCI",8748791,"1K99CA187564-01",1,"K99","CA",187564,1,"",NA,11658830,"WAN, GUOHUI ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2014,98506,NA,"Include"
"825","A Novel Oncogenic Role for Cdc20 Implications in Adult T Cell Leukemia Treatment","NCI",8791273,"1K99CA183914-01A1",1,"K99","CA",183914,1,"A1",NA,11812432,"WAN, LIXIN ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2014,169668,NA,"Include"
"826","Academic Science Education and Research Training","NIGMS",8549630,"2K12GM088021-06",2,"K12","GM",88021,6,"",NA,1883514,"WANDINGER-NESS, ANGELA ","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2014,774636,NA,"Include"
"827","Mentoring and Research in Patient-Oriented Integrative Medicine","NCCAM",8635655,"1K24AT007323-01A1",1,"K24","AT",7323,1,"A1",NA,7053057,"WANG, CHENCHEN ","Not Applicable","Tufts Medical Center",NA,2014,168456,NA,"Include"
"828","A culturally-tailored narrative intervention to target disparities in obesity","NIDDK",8748684,"1K01DK102447-01",1,"K01","DK",102447,1,"",NA,11785050,"WANG, MONICA L.","Not Applicable","Boston University Medical Campus",NA,2014,133712,NA,"Include"
"829","The role of ROCKs in stroke recovery","NICHD",8424609,"1K08HD074668-01",1,"K08","HD",74668,1,"",NA,9809323,"WANG, QING MEI","Not Applicable","Spaulding Rehabilitation Hospital",NA,2013,137160,NA,"Include"
"830","Converting More Brown Adipocytes From Resting to Active State","NIDDK",9014023,"1K01DK107788-01",1,"K01","DK",107788,1,"",NA,10570693,"WANG, QIONG ","Not Applicable","Ut Southwestern Medical Center",NA,2015,111963,NA,"Include"
"831","Methods for studying treatment heterogeneity using large observational databases","AHRQ",8519813,"1K99HS022193-01",1,"K99","HS",22193,1,"",NA,11470412,"WANG, SHIRLEY ","Not Applicable","Brigham And Women's Hospital",NA,2013,151728,NA,"Include"
"832","Targeting Fibrosis in Polycystic Kidney Disease","NIDDK",8766456,"1K01DK097206-01A1",1,"K01","DK",97206,1,"A1",NA,9288688,"WARD, HEATHER HILARY","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2014,113015,NA,"Include"
"833","Race/Ethnicity and Mammographic Density: Genetic and Lifestyle Factors","NCI",8754010,"1K01CA188075-01",1,"K01","CA",188075,1,"",NA,8735819,"WARNER, ERICA T","Not Applicable","Harvard School Of Public Health",NA,2014,129546,NA,"Include"
"834","Role of waking activity in determining sleep-based modification of cortical circuits","NIMH",8948537,"1K08MH107662-01",1,"K08","MH",107662,1,"",NA,8085127,"WATSON, BRENDON O","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,155315,NA,"Include"
"835","Examining Reward-Related Predictors and Mechanisms of Change in BA Treatment for Anhedonic Adolescents","NIMH",9013546,"1K23MH108752-01",1,"K23","MH",108752,1,"",NA,11166827,"WEBB, CHRISTIAN ANTHONY","Not Applicable","Mclean Hospital",NA,2015,160114,NA,"Include"
"836","Developmental neural alterations in youths and adults with bipolar disorder","NIMH",9026406,"1K01MH106594-01A1",1,"K01","MH",106594,1,"A1",NA,11885885,"WEGBREIT, EZRA SAUL DUSSEAU","Not Applicable","Emma Pendleton Bradley Hospital",NA,2015,168400,NA,"Include"
"837","Dissecting the roles of class IIa HDACs in osteocyte biology","NIAMS",8805288,"1K08AR067285-01",1,"K08","AR",67285,1,"",NA,11457185,"WEIN, MARC NATHAN","Not Applicable","Massachusetts General Hospital",NA,2015,131760,NA,"Include"
