"","X.1","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","X","Stats"
"3601",14059,"Neurobiology of sensory phenomena in obsessive-compulsive disorder","NIMH",9330339,"1R01MH111794-01A1",1,"R01","MH",111794,1,"A1",NA,8953861,"STERN, EMILY R","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2017,639810,NA,NA,"Include"
"3602",14062,"HLA-DO / H2-O: modulation of MHC-II peptide diversity and Treg population control","NIAID",9448629,"1R01AI127869-01A1",1,"R01","AI",127869,1,"A1",NA,1941929,"STERN, LAWRENCE J.","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2018,541182,NA,NA,"Include"
"3603",14073,"Dyrk Inhibitors for Human Beta Cell Expansion","NIDDK",9100078,"1R01DK105015-01A1",1,"R01","DK",105015,1,"A1",NA,1863627,"STEWART, ANDREW F. ","DEVITA, ROBERT J;GARCIA-OCANA, ADOLFO ","Icahn School Of Medicine At Mount Sinai",NA,2016,500283,NA,NA,"Include"
"3604",14075,"Cardiovagal baroreflex deficits impair neurovascular coupling and cognition in Postural Tachycardia Syndrome","NHLBI",9358891,"1R01HL134674-01A1",1,"R01","HL",134674,1,"A1",NA,1867937,"STEWART, JULIAN M","Not Applicable","New York Medical College",NA,2017,626489,NA,NA,"Include"
"3605",14079,"PROTECTIVE ROLE OF NEUREGULIN-1 AGAINST CEREBRAL MALARIA PATHOGENESIS AND MORTALITY","NINDS",9053182,"1R01NS091616-01A1",1,"R01","NS",91616,1,"A1",NA,2094958,"STILES, JONATHAN K.","Not Applicable","Morehouse School Of Medicine",NA,2016,310625,NA,NA,"Include"
"3606",14085,"Purinergic regulation of ENaC in the distal nephron","NIDDK",9520716,"1R01DK113816-01A1",1,"R01","DK",113816,1,"A1",NA,2096726,"STOCKAND, JAMES D","Not Applicable","University Of Texas Hlth Science Center",NA,2018,343125,NA,NA,"Include"
"3607",14087,"Flu SAFE: Flu SMS Alerts to Freeze Exposure","NIAID",9214477,"1R01AI127812-01",1,"R01","AI",127812,1,"",NA,9013927,"STOCKWELL, MELISSA S ","LARSON, ELAINE LUCILLE;SAIMAN, LISA ","Columbia University Health Sciences",NA,2017,798011,NA,NA,"Include"
"3608",14089,"Graft Engineering of Allogeneic Hematopoietic Stem Cell Products with Molecular Cascades","NIBIB",9426101,"1R01EB025221-01",1,"R01","EB",25221,1,"",NA,8077075,"STOJANOVIC, MILAN N ","MAPARA, MARKUS Y.","Columbia University Health Sciences",NA,2018,658221,NA,NA,"Include"
"3609",14091,"Men Moving Forward: A Lifestyle Intervention for African American Prostate Cancer Survivors","NCI",9575091,"1R01CA229546-01",1,"R01","CA",229546,1,"",NA,6807390,"STOLLEY, MELINDA R","Not Applicable","Medical College Of Wisconsin",NA,2018,677350,NA,NA,"Include"
"3610",14102,"A microfluidic blood-based test to monitor treatment response in glioblastoma","NCI",9613031,"1R01CA226871-01A1",1,"R01","CA",226871,1,"A1",NA,8956784,"STOTT, SHANNON L ","NAHED, BRIAN VALA","Massachusetts General Hospital",NA,2018,454640,NA,NA,"Include"
"3611",14103,"Animal  Models of Ocular Disease","NEI",9004940,"1R01EY026045-01",1,"R01","EY",26045,1,"",NA,6646915,"STOUT, JOHN T ","CHEN, RUI ;ROGERS, JEFFREY A.","Baylor College Of Medicine",NA,2016,640488,NA,NA,"Include"
"3612",14106,"Impact of Heightened ER Stress on NLRP3 Activation in Aged Lung during Infection","NIA",9237759,"1R01AG052530-01A1",1,"R01","AG",52530,1,"A1",NA,9706570,"STOUT-DELGADO, HEATHER WINONA","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2017,423750,NA,NA,"Include"
"3613",14112,"Notch-mediated 5ARI resistance in human BPH","NIDDK",9422150,"1R01DK115477-01",1,"R01","DK",115477,1,"",NA,10406302,"STRAND, DOUGLAS WILLIAM","Not Applicable","Ut Southwestern Medical Center",NA,2018,390039,NA,NA,"Include"
"3614",14113,"Developing nicorandil and companion biomarkers for DMD cardiomyopathy therapy","NHLBI",9215940,"1R01HL134932-01",1,"R01","HL",134932,1,"",NA,8733197,"STRANDE, JENNIFER LYNN","Not Applicable","Medical College Of Wisconsin",NA,2017,443780,NA,NA,"Include"
"3615",14114,"Fetal Electrophysiologic Abnormalities in High-risk Pregnancies Associated with Fetal Demise","NHLBI",9588759,"1R01HL143485-01",1,"R01","HL",143485,1,"",NA,7976702,"STRASBURGER, JANETTE F","Not Applicable","Medical College Of Wisconsin",NA,2018,637286,NA,NA,"Include"
"3616",14122,"Next Generation of HPV and Cervical Cancer Research in HIV+ Women","NCI",9580595,"1R01CA230331-01",1,"R01","CA",230331,1,"",NA,6174153,"STRICKLER, HOWARD D ","BURK, ROBERT D","Albert Einstein College Of Medicine, Inc",NA,2018,320518,NA,NA,"Include"
"3617",14127,"Epithelial progenitor cells for lung repair and regeneration","NHLBI",9219533,"1R01HL135163-01",1,"R01","HL",135163,1,"",NA,1862882,"STRIPP, BARRY R","Not Applicable","Cedars-Sinai Medical Center",NA,2017,664141,NA,NA,"Include"
"3618",14129,"Tu Salud Si Cuenta!  Reaching Latino family dyads to increase physical activity and healthy eating","NHLBI",9174743,"1R01HL128705-01A1",1,"R01","HL",128705,1,"A1",NA,9977963,"STRONG, LARKIN ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,672643,NA,NA,"Include"
"3619",14131,"Impact of Flavors and Design Features on Patterns of Waterpipe Use and Toxicity in Pregnant Mothers","NIDA",9186127,"1R01DA042484-01",1,"R01","DA",42484,1,"",NA,6133916,"STROUD, LAURA R ","SCOTT-SHELDON, LORI A J","Miriam Hospital",NA,2016,456578,NA,NA,"Include"
"3620",14135,"Novel strategies for induction of aging in human iPSC-derived lineages towards improved models of late-onset diseases","NIA",9383144,"1R01AG054720-01A1",1,"R01","AG",54720,1,"A1",NA,6916241,"STUDER, LORENZ P. ","BETEL, DORON ","Sloan-Kettering Inst Can Research",NA,2017,562011,NA,NA,"Include"
"3621",14141,"Regulation and function of B cells during malaria infection- Resubmission","NIAID",9027557,"1R01AI116653-01A1",1,"R01","AI",116653,1,"A1",NA,9795060,"STUMHOFER, JASON S.","Not Applicable","Univ Of Arkansas For Med Scis",NA,2016,446642,NA,NA,"Include"
"3622",14148,"Novel Drug Discovery for AD Targeting Ryanodine Calcium Channels","NIA",9028443,"1RF1AG047237-01A1",1,"RF1","AG",47237,1,"A1",NA,8541060,"STUTZMANN, GRACE E. ","BUOLAMWINI, JOHN K","Rosalind Franklin Univ Of Medicine & Sci",NA,2016,1950000,NA,NA,"Include"
"3623",14152,"Balance of Thymic Negative Selection vs. Treg Cell Generation in the Elderly","NIAID",9003334,"1R01AI121147-01",1,"R01","AI",121147,1,"",NA,8033841,"SU, DONG-MING ","Not Applicable","University Of North Texas Hlth Sci Ctr",NA,2016,353500,NA,NA,"Include"
"3624",14161,"Copper is a Host Effector in Protection Against Urinary Tract Infection","NIDDK",9470481,"1R01DK114224-01A1",1,"R01","DK",114224,1,"A1",NA,11972013,"SUBASHCHANDRABOSE, SARGURUNATHAN ","Not Applicable","Wake Forest University Health Sciences",NA,2018,351333,NA,NA,"Include"
"3625",14164,"A versatile platform for reconstructing the spatial organization of intracellular signaling during cell-division","NIGMS",9348934,"1DP2GM126894-01",1,"DP2","GM",126894,1,"",NA,9846583,"SUBRAMANIAN, RADHIKA ","Not Applicable","Massachusetts General Hospital",NA,2017,2565000,NA,NA,"Include"
"3626",14166,"Optogenetic and Chemogenetic Dissection of Cell Transplants","NINDS",9603782,"1R01NS104565-01A1",1,"R01","NS",104565,1,"A1",NA,3151531,"SUBRAMANIAN, THYAGARAJAN ","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2018,358236,NA,NA,"Include"
"3627",14174,"Role of Ataxin-1 in BACE1 Expression and Alzheimer's Disease","NIA",9596368,"1R01AG056775-01A1",1,"R01","AG",56775,1,"A1",NA,10322331,"SUH, JAEHONG ","Not Applicable","Massachusetts General Hospital",NA,2018,413030,NA,NA,"Include"
"3628",14176,"Systems Modeling of Alzheimers Disease in C. elegans","NIA",9414234,"1RF1AG057341-01",1,"RF1","AG",57341,1,"",NA,7669621,"SUH, YOUSIN  ","MURPHY, COLEEN TARA","Albert Einstein College Of Medicine, Inc",NA,2017,2344012,NA,NA,"Include"
"3629",14182,"Enhanced Mediterranean Diet for Alzheimer's Disease Prevention","NIA",9579375,"1R01AG060157-01",1,"R01","AG",60157,1,"",NA,8036525,"SULLIVAN, DEBRA K ","BURNS, JEFFREY MURRAY","University Of Kansas Medical Center",NA,2018,758906,NA,NA,"Include"
"3630",14183,"The Impact of Maternal Obesity and Poor Antenatal Nutrition on Offspring RDoC Dimensions and Risk for Neurodevelopmental Disorders","NIMH",9575530,"1R01MH117177-01",1,"R01","MH",117177,1,"",NA,8967089,"SULLIVAN, ELINOR L. ","NIGG, JOEL T","Oregon Health & Science University",NA,2018,736604,NA,NA,"Include"
"3631",14189,"Promoting Bim-driven apoptosis through MAPK inhibition: A therapeutic strategy in advanced melanoma","NCI",9028213,"1R01CA193970-01A1",1,"R01","CA",193970,1,"A1",NA,10416280,"SULLIVAN, RYAN J ","MEHNERT, JANICE ","Massachusetts General Hospital",NA,2016,412936,NA,NA,"Include"
"3632",14192,"Autoimmune features of neurodegenerative disorders","NINDS",9448882,"1R01NS095435-01A1",1,"R01","NS",95435,1,"A1",NA,1909906,"SULZER, DAVID  ","SETTE, ALESSANDRO ","Columbia University Health Sciences",NA,2018,864823,NA,NA,"Include"
"3633",14194,"pH Transistor Nanoprobes for Detection of Occult Nodal Metastases","NCI",9383582,"1R01CA211930-01A1",1,"R01","CA",211930,1,"A1",NA,9816847,"SUMER, BARAN D ","GAO, JINMING ","Ut Southwestern Medical Center",NA,2017,366698,NA,NA,"Include"
"3634",14198,"Identifying Early Intervention Targets for Reducing Cardiovascular Risk in Posttraumatic Stress","NHLBI",9594698,"1R01HL139614-01A1",1,"R01","HL",139614,1,"A1",NA,9798758,"SUMNER, JENNIFER A","Not Applicable","Columbia University Health Sciences",NA,2018,815137,NA,NA,"Include"
"3635",14199,"Protection Against Cognitive Decline in MS: Longitudinal Investigation of Reserve","NICHD",9028974,"1R01HD082176-01A1",1,"R01","HD",82176,1,"A1",NA,9498296,"SUMOWSKI, JAMES FRANCIS","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2016,635087,NA,NA,"Include"
"3636",14200,"Comparative Effectiveness of Early Diagnostic and Disposition Strategies for Suspected Acute Coronary Syndrome","NHLBI",9378509,"1R01HL134647-01A1",1,"R01","HL",134647,1,"A1",NA,8495603,"SUN, BENJAMIN C","Not Applicable","Oregon Health & Science University",NA,2017,815785,NA,NA,"Include"
"3637",14208,"Regulation of Nfil3 in innate lymphocyte-mediated host immunity","NIAID",9284848,"1R01AI130043-01",1,"R01","AI",130043,1,"",NA,9758139,"SUN, JOSEPH CHAI-YUEN","Not Applicable","Sloan-Kettering Inst Can Research",NA,2017,541694,NA,NA,"Include"
"3638",14210,"Dichotomous Effects of MT1-MMP on Adipose Tissue Remodeling","NIDDK",9310794,"1R01DK109001-01A1",1,"R01","DK",109001,1,"A1",NA,10569857,"SUN, KAI ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2017,385000,NA,NA,"Include"
"3639",14216,"Urothelial Stem Cells","NIDDK",9383628,"1R01DK110466-01A1",1,"R01","DK",110466,1,"A1",NA,1877134,"SUN, TUNG-TIEN ","Not Applicable","New York University School Of Medicine",NA,2017,689150,NA,NA,"Include"
"3640",14220,"Exploring the thymic origin of group 2 innate lymphoid cells","NIAID",9196014,"1R01AI126851-01",1,"R01","AI",126851,1,"",NA,7878803,"SUN, XIAO-HONG ","Not Applicable","Oklahoma Medical Research Foundation",NA,2016,544276,NA,NA,"Include"
"3641",14223,"Genetic Modulation of Hypertrophic Cardiomyopathy Severity","NHLBI",9173710,"1R01HL128350-01A1",1,"R01","HL",128350,1,"A1",NA,6710177,"SUN, YAO  ","LU, LU ","University Of Tennessee Health Sci Ctr",NA,2016,498019,NA,NA,"Include"
"3642",14226,"Epigenomic Remodeling of Metabolism by Exercise through AP-1","NIDDK",9329888,"1R01DK111436-01A1",1,"R01","DK",111436,1,"A1",NA,10455071,"SUN, ZHENG ","Not Applicable","Baylor College Of Medicine",NA,2017,396250,NA,NA,"Include"
"3643",14230,"Endosome regulated photoreceptor protein trafficking","NEI",9588863,"1R01EY029428-01",1,"R01","EY",29428,1,"",NA,1965638,"SUNG, CHING-HWA ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2018,423750,NA,NA,"Include"
"3644",14246,"Phenotyping Asthma for Bronchial Thermoplasty: Airway Smooth Muscle Structure and Function","NHLBI",9311234,"1R01HL133664-01A1",1,"R01","HL",133664,1,"A1",NA,9221468,"SUTER, MELISSA J","Not Applicable","Massachusetts General Hospital",NA,2017,760929,NA,NA,"Include"
"3645",14250,"Targeting the NLRP3 inflammasome to limit pathologic sterile inflammation","NIAID",9170836,"1R01AI118719-01A1",1,"R01","AI",118719,1,"A1",NA,8071662,"SUTTERWALA, FAYYAZ S.","Not Applicable","Cedars-Sinai Medical Center",NA,2016,437500,NA,NA,"Include"
"3646",14252,"Genome edited iPS cell-derived macrophages as a novel lung cell therapy","NHLBI",9286924,"1R01HL136721-01",1,"R01","HL",136721,1,"",NA,10406473,"SUZUKI, TAKUJI ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2017,390000,NA,NA,"Include"
"3647",14257,"Infantile Spasms:  Molecular Underpinnings of a Novel Combination Therapy","NINDS",9496067,"1R01NS105913-01",1,"R01","NS",105913,1,"",NA,7354158,"SWANN, JOHN WILLIAM","Not Applicable","Baylor College Of Medicine",NA,2018,346719,NA,NA,"Include"
"3648",14263,"Impact of Integrated HIV/NCD Screening on HIV Testing Uptake and Engagement in HIV Care: an RCT in Kisarawe; Tanzania","NIMH",9203236,"1R01MH111366-01",1,"R01","MH",111366,1,"",NA,2020545,"SWEAT, MICHAEL D","Not Applicable","Medical University Of South Carolina",NA,2016,673806,NA,NA,"Include"
"3649",14265,"Analysis of Blood Borne Markers in Hormone Sensitive Metastatic Prostate Cancer","NCI",9158485,"1R01CA208254-01",1,"R01","CA",208254,1,"",NA,7071064,"SWEENEY, CHRISTOPHER J","Not Applicable","Dana-Farber Cancer Inst",NA,2016,556793,NA,NA,"Include"
"3650",14271,"Towards exome analyses: Surprising outcomes from mutating nonconserved positions","NIGMS",9237979,"1R01GM118589-01A1",1,"R01","GM",118589,1,"A1",NA,8306632,"SWINT-KRUSE, LISKIN  ","FENTON, ARON W;LAMB, AUDREY L;SMITH, PAUL E","University Of Kansas Medical Center",NA,2017,318100,NA,NA,"Include"
"3651",14284,"Modeling pediatric glioma in human ES cells:mechanistic and therapeutic insights","NCI",9160113,"1R01CA208405-01",1,"R01","CA",208405,1,"",NA,7137079,"TABAR, VIVIANE ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2016,407761,NA,NA,"Include"
"3652",14285,"TAZ and YAP in Non-Alcoholic Steatohepatitis and its Complications","NIDDK",9473156,"1R01DK116620-01",1,"R01","DK",116620,1,"",NA,1896715,"TABAS, IRA A ","SCHWABE, ROBERT F.","Columbia University Health Sciences",NA,2018,664138,NA,NA,"Include"
"3653",14286,"Integrating Forces and Signals in Tissue-Level Patterning of the Developing Digestive Tract","NICHD",9075895,"1R01HD087234-01",1,"R01","HD",87234,1,"",NA,1887350,"TABIN, CLIFFORD J.","Not Applicable","Harvard Medical School",NA,2016,351627,NA,NA,"Include"
"3654",14291,"Targeting Cell-specific Functions of the Rho Kinase Pathway in Pulmonary Fibrosis","NHLBI",9160290,"1R01HL133153-01",1,"R01","HL",133153,1,"",NA,1894524,"TAGER, ANDREW M ","MCCARTHY, JASON R.","Massachusetts General Hospital",NA,2016,673211,NA,NA,"Include"
"3655",14294,"Cell-type-specific analysis of the suprachiasmatic nucleus","NINDS",9425234,"1R01NS106657-01",1,"R01","NS",106657,1,"",NA,1929125,"TAKAHASHI, JOSEPH S","Not Applicable","Ut Southwestern Medical Center",NA,2017,354375,NA,NA,"Include"
"3656",14304,"Mechanisms linking LNK genetic variation to atherothrombosis","NHLBI",9361262,"1R01HL137663-01",1,"R01","HL",137663,1,"",NA,1962373,"TALL, ALAN RICHARD","Not Applicable","Columbia University Health Sciences",NA,2017,509986,NA,NA,"Include"
"3657",14317,"Mechanisms of endothelial-to-hemogenic transition mediated by Runx1","NICHD",9385422,"1R01HD089245-01A1",1,"R01","HD",89245,1,"A1",NA,9699861,"TAN, KAI  ","SPECK, NANCY ","Children's Hosp Of Philadelphia",NA,2017,484743,NA,NA,"Include"
"3658",14319,"A Prospective Natural History Study of Angelman Syndrome: A Fresh Approach to a 10-year Longitudinal Study to Facilitate Development of Novel Therapeutic Products","FDA",9373337,"1R01FD006003-01",1,"R01","FD",6003,1,"",NA,9091047,"TAN, WEN-HANN ","Not Applicable","Boston Children's Hospital",NA,2017,1999988,NA,NA,"Include"
"3659",14321,"Surgical studies of gut epithelial apoptosis-initiated critical illness","NIGMS",9187757,"1R01GM117628-01A1",1,"R01","GM",117628,1,"A1",NA,7735721,"TAN, XIAO-DI ","Not Applicable","Lurie Children's Hospital Of Chicago",NA,2016,412501,NA,NA,"Include"
"3660",14325,"Plk1 Regulation of Airway Smooth Muscle","NHLBI",9008360,"1R01HL130304-01",1,"R01","HL",130304,1,"",NA,8285976,"TANG, DALE D.","Not Applicable","Albany Medical College",NA,2016,395000,NA,NA,"Include"
"3661",14326,"Cellular and Molecular basis for cognitive impairment associated with Glucocerebrosidase (GBA1) mutation","NINDS",9661337,"1R01NS104390-01A1",1,"R01","NS",104390,1,"A1",NA,10506660,"TANG, GUOMEI ","Not Applicable","Columbia University Health Sciences",NA,2018,354375,NA,NA,"Include"
"3662",14328,"Deep brain stimulation in Rett syndrome mice: cognitive effects and their mechanisms","NINDS",9523630,"1R01NS100738-01A1",1,"R01","NS",100738,1,"A1",NA,10499903,"TANG, JIANRONG ","Not Applicable","Baylor College Of Medicine",NA,2018,350960,NA,NA,"Include"
"3663",14338,"Screening for adjuvant gliobalstoma therapeutics","NINDS",9127592,"1R01NS095647-01A1",1,"R01","NS",95647,1,"A1",NA,8661105,"TANNOUS, BAKHOS A","Not Applicable","Massachusetts General Hospital",NA,2016,374063,NA,NA,"Include"
"3664",14342,"Dynamic learning for post-vaccine event prediction using temporal information in VAERS","NIAID",9290660,"1R01AI130460-01",1,"R01","AI",130460,1,"",NA,9884051,"TAO, CUI  ","CHEN, YONG ","University Of Texas Hlth Sci Ctr Houston",NA,2017,644888,NA,NA,"Include"
"3665",14345,"Prediction of portal pressure with liver and spleen MR Elastography and 4D flow phase-contrast MRI","NIDDK",9443869,"1R01DK113272-01A1",1,"R01","DK",113272,1,"A1",NA,8541123,"TAOULI, BACHIR ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,513907,NA,NA,"Include"
"3666",14346,"IRF-1: a brake to limit gammaherpesvirus infection and pathogenesis","NCI",9238851,"1R01CA203923-01A1",1,"R01","CA",203923,1,"A1",NA,8083069,"TARAKANOVA, VERA L.","Not Applicable","Medical College Of Wisconsin",NA,2017,352275,NA,NA,"Include"
"3667",14349,"Mechanisms of second heart field development regulated by Nkx genes","NHLBI",9240212,"1R01HL131438-01A1",1,"R01","HL",131438,1,"A1",NA,2054089,"TARGOFF, KIMARA L.","Not Applicable","Columbia University Health Sciences",NA,2017,400000,NA,NA,"Include"
"3668",14364,"Understanding Long Tail Driver Mutations in Cancer","NCI",9238972,"1R01CA204749-01A1",1,"R01","CA",204749,1,"A1",NA,10443219,"TAYLOR, BARRY STEPHEN","Not Applicable","Sloan-Kettering Inst Can Research",NA,2017,392078,NA,NA,"Include"
"3669",14374,"Human Pesticide Exposure and Epigenetic Changes in Sperm DNA","NIEHS",9001755,"1R01ES025066-01A1",1,"R01","ES",25066,1,"A1",NA,1898161,"TAYLOR, ROBERT N","Not Applicable","Wake Forest University Health Sciences",NA,2016,348750,NA,NA,"Include"
"3670",14378,"Next generation missing data methods in HIV research","NIAID",9348941,"1R01AI127271-01A1",1,"R01","AI",127271,1,"A1",NA,6851113,"TCHETGEN TCHETGEN, ERIC JOEL ","SHPITSER, ILYA ","Harvard School Of Public Health",NA,2017,732521,NA,NA,"Include"
"3671",14380,"Impact of breast density information disclosure in racially diverse populations","NIMHD",9123857,"1R01MD011506-01A1",1,"R01","MD",11506,1,"A1",NA,9991707,"TEHRANIFAR, PARISA ","Not Applicable","Columbia University Health Sciences",NA,2016,570651,NA,NA,"Include"
"3672",14381,"A Translational Bioinformatics Approach to Rescuing Synaptic and Neurophysiologic Dysfunction in Alzheimer's Disease","NIA",9580684,"1R01AG059854-01",1,"R01","AG",59854,1,"",NA,10450717,"TEICH, ANDREW FRANKLIN","Not Applicable","Columbia University Health Sciences",NA,2018,460731,NA,NA,"Include"
"3673",14387,"Randomized Trial of Stepped Palliative Care versus Early Integrated Palliative Care in Patients with Advanced Lung Cancer","NCI",9444869,"1R01CA215188-01A1",1,"R01","CA",215188,1,"A1",NA,7899804,"TEMEL, JENNIFER SUE","Not Applicable","Massachusetts General Hospital",NA,2018,523338,NA,NA,"Include"
